Time(Iteration),DisLinUCB,NIndepLinUCB-alpha=0.3,FCLUB_DC,HetoFedBandit_Simplified,HetoFedBandit_Enhanced,DyClu
16425,5421,4655,2982,3976,5575,2442,694
16450,5426,4662,2988,3984,5585,2443,696
16475,5430,4671,2995,3991,5593,2446,696
16500,5434,4680,3001,4000,5602,2449,696
16525,5442,4692,3008,4011,5615,2452,697
16550,5444,4696,3012,4019,5620,2454,699
16575,5450,4707,3019,4030,5633,2460,699
16600,5454,4718,3026,4041,5644,2462,701
16625,5459,4728,3034,4048,5654,2463,702
16650,5462,4734,3039,4059,5665,2464,703
16675,5467,4747,3049,4068,5679,2472,705
16700,5473,4760,3056,4077,5690,2474,707
16725,5480,4768,3063,4082,5699,2474,709
16750,5481,4773,3067,4090,5702,2475,709
16775,5488,4787,3078,4104,5715,2478,709
16800,5491,4797,3083,4113,5725,2483,710
16825,5499,4805,3088,4125,5733,2485,712
16850,5503,4815,3092,4133,5742,2486,713
16875,5508,4822,3097,4138,5750,2489,714
16900,5516,4831,3107,4145,5759,2492,717
16925,5523,4841,3115,4156,5770,2497,719
16950,5527,4848,3117,4162,5775,2499,719
16975,5533,4857,3121,4172,5789,2503,720
17000,5541,4862,3124,4180,5798,2505,721
17025,5550,4873,3129,4186,5809,2508,721
17050,5553,4879,3133,4194,5817,2509,724
17075,5556,4884,3138,4198,5823,2510,725
17100,5561,4893,3148,4207,5832,2512,725
17125,5564,4902,3156,4214,5841,2515,730
17150,5569,4913,3168,4225,5853,2519,730
17175,5570,4920,3173,4233,5864,2520,731
17200,5573,4927,3180,4243,5877,2523,732
17225,5577,4936,3186,4252,5886,2525,732
17250,5586,4947,3194,4262,5898,2528,734
17275,5589,4954,3198,4272,5904,2530,735
17300,5594,4962,3205,4279,5913,2530,735
17325,5601,4973,3214,4288,5926,2533,735
17350,5609,4989,3223,4297,5938,2534,735
17375,5612,4996,3227,4306,5946,2536,736
17400,5617,5001,3232,4314,5954,2536,738
17425,5623,5010,3240,4324,5965,2537,738
17450,5627,5017,3244,4334,5972,2538,738
17475,5632,5023,3246,4344,5981,2538,739
17500,5634,5032,3255,4353,5991,2539,740
17525,5639,5039,3263,4360,5998,2540,740
17550,5643,5046,3267,4365,6005,2540,740
17575,5647,5052,3270,4372,6011,2543,740
17600,5654,5057,3275,4377,6017,2546,740
17625,5661,5068,3281,4387,6028,2546,742
17650,5669,5077,3285,4396,6039,2548,744
17675,5672,5083,3291,4400,6046,2549,745
17700,5675,5092,3296,4408,6059,2550,749
17725,5678,5099,3299,4419,6066,2551,751
17750,5682,5109,3304,4426,6074,2552,751
17775,5686,5119,3311,4434,6087,2554,752
17800,5697,5130,3318,4446,6098,2555,754
17825,5701,5139,3323,4456,6106,2557,755
17850,5706,5146,3328,4461,6114,2557,755
17875,5712,5156,3333,4470,6124,2559,755
17900,5717,5166,3339,4479,6132,2561,755
17925,5722,5172,3344,4485,6137,2562,756
17950,5728,5179,3346,4493,6145,2563,756
17975,5733,5191,3352,4501,6156,2565,757
18000,5735,5196,3357,4507,6160,2567,758
18025,5743,5202,3360,4517,6169,2570,758
18050,5748,5211,3364,4523,6178,2572,758
18075,5756,5221,3371,4534,6189,2575,758
18100,5763,5232,3381,4549,6205,2576,758
18125,5768,5237,3385,4552,6208,2576,758
18150,5771,5246,3391,4558,6219,2577,759
18175,5775,5256,3400,4567,6232,2579,759
18200,5776,5262,3404,4574,6239,2582,760
18225,5779,5268,3412,4583,6246,2586,761
18250,5782,5275,3418,4592,6257,2589,762
18275,5784,5285,3423,4604,6268,2589,762
18300,5788,5296,3427,4614,6280,2589,763
18325,5795,5305,3433,4621,6288,2589,763
18350,5801,5313,3435,4627,6300,2589,763
18375,5806,5319,3441,4632,6308,2592,763
18400,5812,5323,3444,4641,6314,2593,764
18425,5817,5330,3449,4648,6325,2594,764
18450,5821,5336,3455,4656,6333,2595,764
18475,5826,5343,3458,4663,6341,2597,765
18500,5832,5350,3462,4669,6351,2599,769
18525,5836,5358,3467,4676,6357,2600,770
18550,5841,5363,3470,4682,6362,2600,771
18575,5846,5373,3477,4692,6371,2600,773
18600,5851,5379,3482,4700,6379,2603,775
18625,5857,5388,3490,4710,6388,2604,775
18650,5862,5396,3495,4721,6396,2605,776
18675,5869,5404,3500,4729,6404,2606,777
18700,5872,5411,3506,4734,6412,2607,778
18725,5874,5414,3510,4738,6418,2608,780
18750,5878,5423,3517,4746,6427,2610,780
18775,5883,5429,3520,4751,6433,2610,781
18800,5889,5436,3525,4759,6440,2614,783
18825,5895,5446,3531,4769,6448,2614,784
18850,5902,5454,3535,4777,6455,2617,784
18875,5908,5465,3544,4784,6464,2618,784
18900,5915,5472,3547,4791,6470,2620,785
18925,5917,5480,3553,4804,6479,2623,785
18950,5921,5486,3557,4811,6487,2625,787
18975,5930,5498,3567,4827,6496,2633,789
19000,5934,5501,3568,4835,6502,2634,793
19025,5938,5505,3571,4845,6512,2634,793
19050,5944,5512,3577,4854,6517,2634,796
19075,5949,5520,3583,4861,6526,2635,797
19100,5952,5526,3587,4866,6534,2637,797
19125,5955,5532,3589,4872,6542,2638,800
19150,5962,5539,3593,4879,6550,2640,802
19175,5969,5547,3598,4889,6561,2641,802
19200,5975,5552,3601,4894,6569,2641,802
19225,5977,5563,3611,4904,6579,2646,802
19250,5983,5570,3613,4913,6587,2648,804
19275,5990,5579,3621,4922,6595,2652,804
19300,5993,5585,3626,4927,6605,2654,804
19325,5996,5592,3629,4934,6615,2654,804
19350,6003,5606,3636,4946,6628,2658,806
19375,6005,5613,3641,4954,6635,2661,807
19400,6009,5618,3644,4959,6642,2662,808
19425,6014,5626,3649,4968,6653,2663,809
19450,6020,5638,3659,4979,6663,2663,809
19475,6026,5649,3667,4983,6672,2666,809
19500,6031,5652,3672,4988,6678,2666,811
19525,6035,5659,3679,4996,6690,2667,813
19550,6042,5666,3687,5005,6695,2671,814
19575,6051,5677,3695,5014,6709,2674,815
19600,6055,5684,3701,5022,6719,2674,817
19625,6060,5698,3712,5031,6732,2677,819
19650,6068,5708,3717,5040,6745,2679,820
19675,6078,5718,3725,5049,6757,2681,821
19700,6083,5726,3728,5059,6767,2682,821
19725,6088,5735,3737,5066,6779,2686,821
19750,6093,5744,3744,5075,6790,2688,822
19775,6100,5748,3747,5080,6794,2690,822
19800,6102,5760,3754,5093,6806,2692,823
19825,6109,5772,3763,5099,6817,2694,823
19850,6113,5782,3771,5108,6827,2695,824
19875,6117,5787,3774,5112,6832,2696,825
19900,6124,5795,3781,5118,6842,2699,827
19925,6129,5804,3787,5127,6852,2700,828
19950,6134,5815,3796,5140,6864,2702,829
19975,6139,5823,3801,5148,6874,2702,831
20000,6141,5833,3807,5156,6886,2703,831
20025,6143,5839,3813,5159,6896,2704,831
20050,6151,5848,3819,5170,6910,2706,832
20075,6153,5857,3825,5178,6919,2707,834
20100,6158,5861,3828,5181,6925,2709,835
20125,6160,5868,3833,5186,6934,2711,836
20150,6164,5879,3839,5193,6943,2712,837
20175,6170,5886,3846,5200,6951,2712,839
20200,6173,5896,3851,5206,6960,2713,840
20225,6178,5903,3856,5215,6971,2715,841
20250,6181,5907,3859,5217,6976,2716,842
20275,6186,5914,3864,5224,6983,2718,843
20300,6188,5918,3866,5229,6987,2719,843
20325,6192,5927,3875,5236,6993,2723,845
20350,6198,5933,3877,5243,7000,2723,847
20375,6206,5946,3886,5257,7015,2724,847
20400,6209,5952,3892,5264,7022,2724,848
20425,6214,5956,3895,5271,7028,2727,850
20450,6216,5963,3899,5276,7037,2728,853
20475,6220,5971,3906,5283,7046,2731,854
20500,6221,5982,3914,5291,7054,2733,854
20525,6225,5992,3922,5302,7068,2734,855
20550,6228,5997,3925,5308,7077,2735,856
20575,6233,6003,3929,5313,7083,2736,856
20600,6239,6017,3939,5326,7096,2739,858
20625,6243,6024,3943,5334,7104,2739,858
20650,6247,6036,3951,5344,7114,2741,861
20675,6248,6045,3959,5353,7122,2742,863
20700,6250,6058,3969,5364,7136,2744,866
20725,6253,6066,3977,5371,7147,2747,868
20750,6256,6075,3984,5378,7156,2751,868
20775,6260,6082,3986,5386,7163,2752,869
20800,6264,6085,3989,5390,7170,2753,869
20825,6266,6098,3997,5400,7181,2756,870
20850,6269,6106,4001,5405,7189,2756,872
20875,6273,6116,4009,5416,7198,2758,875
20900,6276,6125,4014,5422,7205,2760,875
20925,6280,6135,4021,5432,7215,2762,877
20950,6285,6146,4028,5438,7225,2762,878
20975,6291,6155,4033,5447,7235,2762,879
21000,6292,6159,4036,5450,7245,2762,882
21025,6299,6169,4044,5460,7256,2763,884
21050,6302,6180,4051,5470,7264,2765,886
21075,6306,6188,4054,5479,7275,2765,886
21100,6311,6204,4063,5493,7288,2767,887
21125,6321,6213,4072,5503,7303,2767,887
21150,6328,6218,4075,5509,7312,2767,889
21175,6333,6227,4083,5519,7323,2767,890
21200,6337,6232,4086,5525,7328,2770,890
21225,6338,6242,4094,5531,7337,2770,891
21250,6346,6252,4101,5540,7348,2770,894
21275,6352,6263,4104,5545,7359,2772,895
21300,6357,6270,4109,5555,7368,2772,896
21325,6360,6277,4116,5564,7376,2772,897
21350,6364,6286,4120,5571,7387,2773,898
21375,6369,6302,4132,5581,7400,2773,900
21400,6376,6314,4141,5590,7413,2777,901
21425,6379,6324,4150,5601,7425,2777,903
21450,6387,6332,4157,5612,7437,2778,903
21475,6391,6342,4164,5619,7448,2778,904
21500,6397,6352,4173,5628,7456,2779,904
21525,6405,6360,4180,5634,7471,2779,905
21550,6409,6366,4185,5640,7477,2780,906
21575,6415,6379,4196,5650,7489,2781,906
21600,6419,6388,4208,5658,7501,2782,908
21625,6426,6401,4219,5670,7511,2784,910
21650,6428,6409,4224,5675,7524,2786,912
21675,6436,6418,4231,5680,7533,2786,912
21700,6439,6424,4239,5686,7540,2791,912
21725,6441,6431,4244,5693,7547,2791,914
21750,6445,6441,4251,5700,7557,2793,916
21775,6449,6453,4260,5710,7571,2794,917
21800,6455,6462,4267,5719,7579,2794,917
21825,6464,6469,4274,5725,7587,2797,919
21850,6470,6479,4282,5732,7599,2800,919
21875,6475,6488,4291,5743,7609,2800,921
21900,6481,6498,4297,5752,7617,2802,923
21925,6484,6504,4302,5758,7624,2802,926
21950,6485,6506,4305,5758,7627,2804,928
21975,6487,6509,4307,5762,7634,2804,930
22000,6489,6520,4315,5769,7643,2807,930
22025,6492,6527,4320,5774,7651,2810,931
22050,6497,6535,4327,5784,7662,2811,931
22075,6504,6543,4337,5788,7669,2816,931
22100,6508,6556,4345,5796,7678,2817,931
22125,6512,6561,4350,5802,7684,2819,934
22150,6519,6572,4360,5809,7696,2820,934
22175,6525,6580,4364,5814,7702,2822,935
22200,6525,6587,4368,5820,7710,2823,939
22225,6527,6593,4371,5826,7717,2823,941
22250,6529,6605,4379,5833,7730,2826,942
22275,6532,6613,4388,5837,7737,2829,944
22300,6534,6618,4394,5841,7742,2832,945
22325,6537,6625,4399,5846,7753,2835,946
22350,6543,6637,4407,5855,7766,2836,946
22375,6551,6647,4414,5864,7778,2836,948
22400,6557,6654,4420,5870,7788,2836,949
22425,6560,6663,4426,5877,7798,2838,950
22450,6565,6671,4431,5885,7805,2839,951
22475,6570,6678,4436,5890,7812,2841,953
22500,6572,6684,4440,5896,7819,2844,953
22525,6579,6695,4446,5905,7833,2845,953
22550,6583,6705,4454,5913,7845,2846,954
22575,6587,6715,4460,5920,7856,2848,954
22600,6589,6723,4467,5925,7862,2849,955
22625,6591,6732,4472,5930,7873,2850,955
22650,6594,6740,4478,5936,7881,2851,957
22675,6601,6752,4485,5943,7893,2851,959
22700,6603,6756,4488,5948,7898,2853,959
22725,6605,6759,4492,5953,7907,2853,959
22750,6611,6768,4500,5962,7917,2855,961
22775,6615,6780,4508,5966,7928,2858,961
22800,6622,6791,4520,5973,7939,2859,961
22825,6628,6800,4528,5980,7947,2860,961
22850,6630,6814,4537,5989,7960,2862,963
22875,6635,6817,4540,5993,7967,2863,964
22900,6641,6825,4547,6000,7977,2864,965
22925,6649,6835,4556,6009,7990,2867,966
22950,6653,6843,4563,6016,7999,2869,969
22975,6655,6848,4568,6024,8004,2871,970
23000,6660,6857,4574,6028,8014,2873,973
23025,6664,6864,4582,6035,8024,2874,974
23050,6666,6872,4590,6043,8032,2876,974
23075,6673,6881,4596,6052,8043,2877,974
23100,6678,6893,4605,6059,8053,2879,974
23125,6683,6898,4607,6063,8059,2879,975
23150,6686,6905,4613,6068,8066,2881,977
23175,6691,6912,4620,6078,8077,2883,977
23200,6694,6920,4631,6086,8086,2887,978
23225,6698,6928,4638,6091,8093,2889,980
23250,6701,6936,4647,6101,8103,2891,981
23275,6702,6943,4656,6109,8111,2891,983
23300,6706,6949,4661,6114,8120,2892,985
23325,6713,6961,4668,6123,8134,2895,987
23350,6716,6970,4675,6132,8142,2898,989
23375,6718,6977,4682,6138,8150,2902,990
23400,6721,6985,4690,6146,8158,2903,991
23425,6725,6995,4699,6154,8167,2906,993
23450,6729,7003,4707,6162,8175,2908,993
23475,6733,7011,4713,6169,8182,2910,996
23500,6734,7021,4723,6174,8190,2913,997
23525,6736,7029,4731,6183,8198,2916,998
23550,6742,7034,4735,6189,8206,2919,999
23575,6745,7037,4738,6192,8208,2920,1000
23600,6750,7045,4746,6201,8216,2921,1001
23625,6752,7048,4753,6204,8223,2921,1001
23650,6757,7056,4760,6211,8231,2923,1001
23675,6762,7065,4769,6217,8239,2925,1001
23700,6768,7076,4778,6226,8249,2928,1002
23725,6771,7084,4786,6234,8257,2929,1002
23750,6772,7092,4795,6241,8265,2932,1002
23775,6772,7096,4798,6246,8271,2934,1003
23800,6775,7103,4806,6250,8277,2936,1004
23825,6781,7116,4816,6262,8289,2936,1006
23850,6784,7123,4820,6267,8297,2937,1007
23875,6788,7131,4826,6274,8305,2939,1009
23900,6791,7136,4832,6283,8311,2941,1010
23925,6792,7144,4840,6291,8320,2942,1011
23950,6796,7152,4845,6300,8328,2942,1013
23975,6802,7159,4850,6308,8334,2943,1015
24000,6806,7163,4853,6311,8336,2943,1018
24025,6810,7171,4858,6315,8342,2945,1019
24050,6811,7177,4862,6319,8351,2946,1021
24075,6814,7182,4867,6324,8358,2946,1022
24100,6818,7188,4871,6330,8364,2947,1023
24125,6821,7194,4876,6337,8373,2951,1024
24150,6827,7204,4888,6347,8381,2952,1024
24175,6829,7209,4891,6352,8388,2953,1024
24200,6832,7217,4901,6360,8396,2956,1026
24225,6836,7224,4908,6366,8405,2956,1028
24250,6836,7235,4916,6374,8416,2958,1028
24275,6843,7246,4924,6383,8430,2960,1031
24300,6850,7258,4936,6393,8442,2961,1032
24325,6855,7266,4946,6400,8451,2963,1033
24350,6859,7273,4954,6408,8462,2964,1034
24375,6862,7281,4960,6415,8472,2965,1034
24400,6867,7291,4969,6426,8484,2968,1034
24425,6869,7298,4974,6434,8494,2969,1034
24450,6873,7302,4979,6440,8503,2969,1034
24475,6876,7307,4983,6445,8508,2970,1036
24500,6878,7314,4988,6450,8515,2973,1038
24525,6880,7322,4995,6460,8526,2974,1040
24550,6886,7333,5006,6471,8540,2975,1041
24575,6889,7344,5014,6480,8550,2977,1043
24600,6893,7350,5020,6487,8560,2978,1043
24625,6898,7358,5026,6492,8567,2980,1044
24650,6898,7366,5032,6496,8573,2981,1046
24675,6899,7372,5038,6502,8584,2982,1046
24700,6901,7378,5043,6507,8592,2985,1046
24725,6902,7386,5048,6512,8600,2987,1047
24750,6909,7393,5054,6518,8609,2988,1049
24775,6916,7401,5061,6526,8620,2989,1050
24800,6922,7410,5070,6536,8630,2994,1050
24825,6925,7416,5075,6542,8638,2998,1050
24850,6927,7421,5079,6547,8643,2999,1051
24875,6929,7426,5082,6550,8649,3000,1051
24900,6932,7432,5086,6557,8657,3001,1051
24925,6935,7436,5091,6560,8661,3001,1055
24950,6938,7439,5093,6564,8669,3003,1058
24975,6944,7447,5098,6568,8680,3003,1058
25000,6944,7454,5106,6573,8692,3007,1058
25025,6944,7458,5109,6580,8700,3007,1058
25050,6945,7468,5118,6590,8712,3009,1059
25075,6949,7476,5124,6599,8723,3013,1060
25100,6950,7482,5134,6606,8733,3017,1061
25125,6951,7486,5136,6610,8738,3018,1061
25150,6954,7492,5141,6617,8746,3021,1061
25175,6955,7503,5150,6627,8759,3025,1062
25200,6959,7510,5155,6633,8767,3027,1063
25225,6962,7520,5166,6644,8780,3029,1063
25250,6968,7525,5171,6649,8785,3032,1064
25275,6971,7528,5174,6656,8788,3034,1065
25300,6975,7539,5179,6666,8800,3035,1065
25325,6981,7547,5183,6674,8808,3037,1067
25350,6984,7555,5188,6681,8819,3039,1067
25375,6988,7559,5194,6687,8825,3040,1068
25400,6992,7562,5196,6690,8834,3040,1068
25425,6996,7567,5199,6695,8840,3041,1070
25450,7003,7574,5207,6702,8851,3041,1071
25475,7007,7582,5212,6711,8859,3043,1071
25500,7012,7589,5218,6719,8868,3046,1072
25525,7015,7592,5223,6725,8875,3050,1073
25550,7020,7601,5231,6730,8884,3053,1073
25575,7026,7612,5238,6739,8896,3057,1075
25600,7029,7623,5244,6747,8905,3058,1075
25625,7032,7630,5252,6752,8915,3059,1077
25650,7036,7637,5258,6762,8926,3059,1078
25675,7037,7643,5264,6771,8933,3063,1078
25700,7040,7648,5268,6778,8940,3064,1081
25725,7041,7648,5270,6782,8945,3064,1082
25750,7045,7654,5274,6786,8950,3064,1082
25775,7050,7660,5278,6791,8958,3065,1082
25800,7053,7672,5284,6805,8971,3067,1084
25825,7054,7680,5291,6813,8978,3071,1085
25850,7060,7688,5299,6823,8987,3074,1086
25875,7062,7692,5305,6826,8991,3077,1087
25900,7070,7703,5316,6837,9006,3081,1088
25925,7074,7708,5321,6842,9013,3083,1089
25950,7074,7714,5326,6846,9019,3083,1091
25975,7077,7721,5330,6852,9028,3083,1094
26000,7082,7728,5337,6859,9037,3086,1095
26025,7085,7734,5342,6865,9045,3088,1095
26050,7088,7742,5350,6876,9054,3089,1101
26075,7090,7749,5357,6882,9063,3090,1101
26100,7092,7757,5364,6887,9069,3092,1102
26125,7096,7763,5367,6895,9079,3092,1103
26150,7102,7771,5375,6905,9088,3093,1104
26175,7104,7779,5381,6911,9095,3096,1104
26200,7105,7790,5389,6918,9104,3102,1105
26225,7108,7798,5394,6924,9112,3105,1111
26250,7109,7802,5397,6929,9118,3105,1112
26275,7111,7812,5404,6936,9128,3106,1114
26300,7114,7822,5412,6945,9139,3110,1114
26325,7121,7831,5421,6952,9149,3111,1115
26350,7124,7839,5427,6960,9158,3112,1115
26375,7127,7847,5430,6967,9171,3113,1117
26400,7129,7855,5435,6972,9178,3113,1118
26425,7136,7863,5441,6980,9189,3118,1118
26450,7137,7867,5444,6983,9193,3119,1119
26475,7139,7873,5449,6988,9201,3121,1119
26500,7145,7879,5454,6991,9206,3123,1119
26525,7150,7886,5458,6998,9213,3126,1119
26550,7154,7899,5469,7007,9228,3130,1121
26575,7161,7908,5478,7017,9237,3131,1121
26600,7164,7914,5484,7024,9244,3133,1121
26625,7169,7921,5489,7032,9254,3133,1121
26650,7173,7927,5493,7038,9261,3133,1124
26675,7174,7936,5500,7047,9270,3133,1126
26700,7176,7943,5504,7056,9277,3134,1127
26725,7180,7951,5510,7065,9284,3135,1127
26750,7185,7957,5514,7073,9291,3136,1128
26775,7190,7964,5520,7079,9299,3136,1130
26800,7194,7975,5529,7084,9309,3137,1133
26825,7198,7981,5534,7090,9317,3137,1133
26850,7202,7987,5541,7096,9325,3138,1135
26875,7204,7995,5549,7104,9335,3140,1136
26900,7208,8002,5556,7111,9342,3140,1138
26925,7211,8012,5564,7118,9352,3141,1138
26950,7213,8017,5569,7122,9356,3142,1138
26975,7218,8020,5570,7124,9361,3143,1138
27000,7220,8025,5573,7125,9364,3143,1139
27025,7224,8031,5578,7131,9369,3145,1139
27050,7227,8038,5584,7138,9378,3146,1141
27075,7232,8050,5593,7148,9388,3147,1141
27100,7235,8053,5596,7151,9392,3148,1141
27125,7241,8059,5602,7159,9400,3149,1142
27150,7246,8070,5611,7171,9411,3152,1143
27175,7249,8076,5615,7176,9417,3153,1145
27200,7251,8084,5623,7182,9425,3157,1147
27225,7255,8093,5630,7190,9434,3158,1148
27250,7258,8102,5638,7197,9442,3160,1149
27275,7263,8113,5646,7206,9453,3161,1151
27300,7265,8117,5650,7209,9458,3161,1151
27325,7271,8124,5656,7215,9465,3163,1152
27350,7277,8131,5665,7226,9473,3166,1152
27375,7281,8139,5672,7232,9482,3168,1153
27400,7284,8141,5674,7234,9485,3168,1153
27425,7284,8150,5682,7242,9491,3168,1156
27450,7290,8161,5691,7253,9503,3169,1156
27475,7294,8170,5698,7262,9514,3169,1158
27500,7300,8179,5706,7268,9521,3172,1158
27525,7304,8186,5714,7275,9529,3174,1161
27550,7306,8190,5717,7279,9535,3175,1163
27575,7308,8198,5723,7289,9544,3177,1163
27600,7312,8203,5726,7295,9552,3177,1165
27625,7317,8212,5734,7303,9560,3178,1166
27650,7319,8217,5738,7307,9568,3179,1167
27675,7322,8225,5743,7314,9577,3180,1167
27700,7326,8234,5749,7322,9585,3184,1168
27725,7333,8248,5763,7334,9598,3186,1169
27750,7335,8255,5768,7341,9603,3186,1172
27775,7340,8266,5776,7352,9615,3187,1172
27800,7343,8273,5782,7356,9620,3190,1172
27825,7346,8280,5788,7361,9628,3191,1173
27850,7349,8287,5792,7366,9635,3192,1174
27875,7350,8294,5798,7369,9640,3193,1174
27900,7355,8304,5806,7376,9650,3194,1177
27925,7358,8314,5814,7385,9660,3195,1178
27950,7361,8319,5819,7390,9665,3197,1180
27975,7363,8327,5828,7398,9676,3197,1182
28000,7365,8339,5837,7406,9685,3197,1184
28025,7367,8348,5844,7410,9689,3198,1184
28050,7369,8355,5848,7415,9699,3200,1185
28075,7372,8361,5854,7418,9704,3200,1187
28100,7374,8365,5858,7425,9711,3200,1187
28125,7376,8371,5863,7430,9720,3200,1187
28150,7381,8381,5872,7435,9729,3203,1187
28175,7385,8388,5878,7439,9737,3206,1189
28200,7389,8397,5886,7443,9749,3208,1191
28225,7394,8403,5893,7447,9759,3210,1192
28250,7396,8410,5898,7452,9766,3210,1192
28275,7399,8417,5904,7460,9773,3212,1192
28300,7401,8421,5908,7463,9779,3213,1192
28325,7404,8429,5915,7470,9787,3214,1195
28350,7408,8438,5924,7476,9798,3214,1196
28375,7409,8447,5931,7485,9809,3215,1197
28400,7416,8455,5936,7492,9820,3216,1197
28425,7418,8463,5946,7503,9831,3217,1198
28450,7421,8467,5951,7509,9838,3217,1198
28475,7426,8477,5958,7518,9847,3220,1198
28500,7429,8485,5964,7524,9855,3220,1198
28525,7430,8490,5968,7528,9860,3221,1201
28550,7432,8498,5974,7533,9868,3222,1201
28575,7436,8507,5982,7542,9878,3223,1201
28600,7438,8511,5986,7547,9884,3224,1204
28625,7444,8517,5992,7554,9888,3225,1206
28650,7447,8526,5999,7561,9895,3228,1206
28675,7449,8537,6007,7567,9906,3229,1206
28700,7450,8548,6014,7574,9917,3231,1208
28725,7454,8556,6020,7583,9923,3234,1210
28750,7459,8560,6024,7589,9929,3235,1211
28775,7460,8568,6030,7595,9937,3236,1214
28800,7463,8572,6033,7601,9944,3238,1214
28825,7466,8579,6038,7606,9952,3239,1216
28850,7468,8586,6042,7608,9959,3239,1217
28875,7471,8595,6048,7617,9964,3241,1218
28900,7474,8605,6054,7621,9971,3243,1218
28925,7478,8610,6057,7625,9975,3246,1220
28950,7482,8618,6065,7633,9986,3247,1220
28975,7486,8630,6074,7644,9996,3247,1221
29000,7490,8642,6085,7653,10010,3248,1221
29025,7493,8648,6092,7657,10019,3250,1221
29050,7494,8655,6097,7667,10027,3251,1222
29075,7496,8660,6101,7674,10034,3251,1222
29100,7499,8667,6109,7681,10044,3252,1225
29125,7501,8674,6114,7686,10052,3255,1226
29150,7505,8682,6123,7694,10065,3256,1226
29175,7509,8692,6133,7703,10076,3258,1228
29200,7512,8700,6141,7710,10085,3260,1228
29225,7515,8703,6148,7714,10091,3260,1230
29250,7517,8713,6152,7723,10103,3261,1232
29275,7520,8724,6161,7730,10113,3262,1232
29300,7520,8729,6167,7736,10118,3263,1234
29325,7521,8735,6171,7740,10122,3263,1235
29350,7525,8743,6176,7748,10132,3263,1236
29375,7528,8752,6184,7756,10141,3263,1237
29400,7531,8762,6192,7764,10151,3264,1238
29425,7535,8772,6200,7772,10161,3265,1239
29450,7538,8781,6208,7780,10170,3265,1239
29475,7542,8792,6220,7790,10180,3267,1240
29500,7545,8797,6225,7794,10186,3269,1241
29525,7550,8803,6229,7798,10192,3270,1241
29550,7554,8813,6237,7805,10201,3271,1242
29575,7559,8819,6243,7810,10210,3271,1242
29600,7562,8828,6251,7817,10220,3272,1242
29625,7563,8835,6258,7823,10226,3272,1243
29650,7567,8847,6268,7833,10235,3273,1245
29675,7569,8853,6274,7836,10241,3273,1245
29700,7574,8863,6282,7842,10249,3274,1245
29725,7578,8878,6295,7852,10265,3274,1246
29750,7580,8882,6300,7853,10272,3275,1246
29775,7583,8890,6307,7856,10279,3275,1246
29800,7586,8896,6313,7865,10284,3276,1248
29825,7587,8903,6319,7870,10289,3277,1248
29850,7592,8915,6329,7879,10301,3278,1249
29875,7594,8924,6337,7885,10311,3279,1250
29900,7599,8930,6342,7888,10315,3281,1250
29925,7602,8938,6350,7895,10325,3281,1250
29950,7606,8945,6357,7898,10330,3283,1250
29975,7607,8955,6368,7903,10341,3283,1252
30000,7611,8965,6377,7913,10352,3284,1253
30025,7614,8971,6383,7915,10362,3286,1253
30050,7617,8978,6390,7923,10371,3289,1254
30075,7619,8985,6398,7929,10377,3291,1254
30100,7621,8991,6405,7936,10384,3291,1254
30125,7627,9000,6413,7945,10393,3291,1254
30150,7629,9006,6417,7951,10399,3292,1254
30175,7632,9014,6422,7958,10408,3292,1255
30200,7636,9019,6425,7963,10415,3294,1256
30225,7640,9029,6432,7970,10425,3295,1259
30250,7643,9037,6439,7977,10435,3296,1260
30275,7645,9046,6447,7983,10447,3297,1262
30300,7649,9055,6456,7992,10455,3298,1262
30325,7652,9065,6463,7998,10465,3299,1262
30350,7655,9073,6470,8004,10472,3301,1262
30375,7658,9081,6478,8013,10482,3302,1262
30400,7662,9093,6489,8024,10494,3302,1263
30425,7664,9097,6492,8027,10499,3303,1264
30450,7666,9111,6501,8036,10511,3306,1266
30475,7672,9124,6513,8046,10525,3308,1268
30500,7675,9131,6517,8052,10531,3311,1269
30525,7679,9140,6524,8062,10539,3312,1272
30550,7682,9145,6528,8066,10546,3312,1273
30575,7685,9152,6534,8073,10553,3315,1275
30600,7689,9161,6541,8081,10562,3316,1276
30625,7693,9172,6549,8087,10570,3317,1276
30650,7697,9182,6557,8094,10583,3318,1278
30675,7699,9192,6567,8103,10594,3318,1280
30700,7703,9201,6573,8112,10608,3318,1280
30725,7707,9210,6582,8118,10618,3318,1281
30750,7710,9219,6591,8125,10627,3319,1282
30775,7711,9222,6594,8130,10632,3319,1282
30800,7714,9231,6604,8140,10642,3321,1284
30825,7717,9238,6611,8144,10649,3322,1284
30850,7720,9244,6618,8149,10656,3323,1285
30875,7724,9253,6624,8153,10667,3323,1286
30900,7727,9259,6629,8158,10673,3324,1287
30925,7730,9271,6640,8169,10689,3326,1290
30950,7732,9280,6648,8175,10698,3326,1292
30975,7735,9287,6655,8179,10708,3327,1293
31000,7738,9295,6660,8187,10717,3328,1294
31025,7742,9301,6665,8191,10723,3329,1296
31050,7746,9308,6673,8198,10733,3329,1299
31075,7749,9316,6682,8205,10741,3330,1300
31100,7752,9321,6689,8213,10748,3331,1301
31125,7756,9332,6696,8222,10760,3331,1302
31150,7759,9340,6703,8230,10769,3331,1304
31175,7763,9351,6712,8238,10781,3332,1306
31200,7766,9359,6719,8243,10789,3332,1308
