Time(Iteration),DisLinUCB,NIndepLinUCB-alpha=0.3,FCLUB_DC,HetoFedBandit_Simplified,HetoFedBandit_Enhanced,DyClu
16350,5009,5061,3378,4403,6211,2251,685
16375,5013,5073,3386,4415,6224,2254,686
16400,5017,5082,3393,4424,6237,2256,688
16425,5021,5092,3402,4436,6248,2261,689
16450,5026,5100,3408,4443,6253,2263,690
16475,5030,5110,3417,4449,6263,2264,690
16500,5035,5120,3423,4456,6273,2267,691
16525,5041,5130,3432,4468,6284,2267,693
16550,5046,5143,3443,4478,6297,2269,693
16575,5048,5152,3449,4488,6310,2271,693
16600,5054,5164,3458,4497,6320,2277,693
16625,5059,5171,3463,4505,6330,2279,693
16650,5063,5178,3469,4514,6341,2284,693
16675,5065,5188,3477,4524,6353,2287,693
16700,5070,5199,3485,4533,6363,2291,693
16725,5079,5208,3493,4545,6375,2292,694
16750,5083,5215,3499,4552,6384,2292,694
16775,5086,5226,3505,4563,6397,2292,694
16800,5094,5235,3513,4567,6405,2296,696
16825,5100,5244,3523,4576,6413,2298,696
16850,5105,5253,3527,4582,6423,2301,696
16875,5112,5266,3536,4597,6437,2302,697
16900,5113,5271,3538,4603,6444,2303,697
16925,5117,5279,3543,4613,6452,2304,698
16950,5120,5284,3545,4620,6459,2304,698
16975,5126,5292,3550,4628,6470,2305,699
17000,5128,5301,3553,4635,6478,2306,701
17025,5132,5309,3561,4645,6486,2309,701
17050,5135,5316,3566,4653,6494,2309,702
17075,5140,5322,3571,4661,6505,2311,705
17100,5144,5331,3581,4669,6515,2313,707
17125,5150,5337,3587,4677,6525,2317,708
17150,5155,5347,3593,4686,6538,2319,708
17175,5165,5359,3604,4698,6553,2320,709
17200,5168,5369,3611,4708,6563,2326,711
17225,5171,5378,3618,4717,6572,2329,712
17250,5174,5387,3622,4723,6579,2331,715
17275,5177,5398,3629,4730,6589,2332,716
17300,5181,5409,3639,4741,6602,2333,716
17325,5185,5418,3645,4749,6613,2336,717
17350,5191,5425,3652,4755,6622,2338,719
17375,5193,5437,3659,4764,6632,2340,719
17400,5196,5450,3668,4775,6645,2344,719
17425,5199,5458,3675,4779,6651,2344,721
17450,5204,5467,3681,4786,6662,2347,723
17475,5206,5472,3686,4791,6667,2349,725
17500,5209,5482,3695,4800,6678,2351,727
17525,5213,5493,3702,4808,6688,2352,728
17550,5217,5501,3709,4812,6695,2352,730
17575,5221,5510,3715,4818,6706,2354,731
17600,5224,5516,3719,4826,6711,2356,731
17625,5227,5524,3726,4836,6721,2357,733
17650,5229,5529,3731,4842,6728,2357,734
17675,5234,5540,3739,4852,6741,2357,736
17700,5236,5546,3745,4859,6747,2357,738
17725,5238,5555,3752,4865,6755,2357,738
17750,5241,5563,3759,4873,6763,2361,738
17775,5241,5568,3762,4879,6769,2361,738
17800,5243,5574,3765,4882,6774,2362,739
17825,5246,5585,3774,4892,6784,2363,740
17850,5250,5597,3782,4900,6797,2364,743
17875,5253,5606,3786,4910,6806,2365,744
17900,5254,5617,3793,4920,6819,2367,745
17925,5258,5625,3800,4930,6827,2368,746
17950,5266,5633,3804,4940,6835,2368,747
17975,5270,5642,3811,4949,6844,2369,747
18000,5272,5649,3815,4955,6853,2369,748
18025,5275,5657,3823,4964,6864,2373,749
18050,5280,5667,3829,4974,6878,2374,751
18075,5281,5682,3841,4985,6891,2377,751
18100,5285,5689,3849,4994,6900,2378,751
18125,5288,5698,3856,5004,6913,2382,752
18150,5290,5705,3862,5011,6919,2383,752
18175,5294,5716,3868,5021,6929,2385,752
18200,5297,5723,3876,5028,6936,2386,754
18225,5304,5729,3880,5034,6943,2386,755
18250,5306,5742,3886,5043,6954,2388,758
18275,5311,5751,3893,5054,6965,2390,758
18300,5314,5756,3897,5060,6975,2390,759
18325,5320,5763,3904,5068,6984,2391,760
18350,5322,5773,3912,5076,6992,2392,762
18375,5326,5783,3919,5082,7002,2392,764
18400,5329,5789,3925,5088,7008,2392,764
18425,5332,5797,3932,5093,7017,2396,764
18450,5337,5807,3938,5102,7030,2397,764
18475,5340,5815,3944,5106,7040,2400,765
18500,5343,5824,3952,5113,7049,2404,768
18525,5345,5829,3957,5120,7054,2404,770
18550,5349,5832,3959,5123,7059,2405,771
18575,5355,5841,3965,5132,7071,2406,771
18600,5360,5849,3972,5139,7078,2406,773
18625,5362,5855,3979,5145,7084,2408,775
18650,5365,5864,3987,5151,7092,2408,775
18675,5367,5872,3992,5157,7102,2410,775
18700,5371,5884,4001,5166,7115,2411,776
18725,5376,5893,4007,5175,7125,2414,776
18750,5379,5900,4015,5180,7132,2415,776
18775,5384,5913,4022,5192,7147,2417,776
18800,5389,5918,4026,5198,7155,2418,778
18825,5392,5923,4029,5204,7165,2418,778
18850,5396,5933,4036,5213,7174,2421,778
18875,5403,5942,4042,5220,7183,2421,780
18900,5407,5948,4048,5226,7192,2422,781
18925,5413,5954,4053,5232,7199,2424,782
18950,5422,5966,4059,5240,7212,2427,782
18975,5427,5977,4067,5249,7224,2428,783
19000,5431,5983,4075,5259,7233,2429,785
19025,5438,5994,4083,5271,7244,2432,787
19050,5441,6002,4089,5278,7253,2432,787
19075,5445,6012,4096,5285,7261,2434,789
19100,5447,6022,4104,5291,7274,2435,790
19125,5450,6031,4108,5299,7284,2435,791
19150,5456,6037,4112,5309,7294,2436,791
19175,5461,6046,4119,5319,7304,2436,793
19200,5466,6053,4128,5328,7313,2439,794
19225,5473,6058,4132,5333,7319,2442,794
19250,5478,6069,4139,5339,7328,2443,795
19275,5487,6075,4147,5344,7336,2446,797
19300,5491,6080,4153,5352,7343,2447,797
19325,5494,6086,4159,5357,7349,2447,798
19350,5498,6093,4167,5362,7356,2447,799
19375,5503,6099,4175,5373,7364,2447,799
19400,5507,6106,4185,5382,7373,2451,801
19425,5511,6110,4188,5384,7379,2454,802
19450,5513,6120,4196,5392,7391,2457,802
19475,5513,6128,4203,5399,7400,2458,803
19500,5514,6140,4215,5408,7412,2462,803
19525,5520,6149,4221,5418,7422,2464,803
19550,5521,6156,4225,5422,7429,2465,804
19575,5524,6165,4234,5427,7438,2467,805
19600,5526,6170,4238,5431,7444,2468,809
19625,5529,6180,4245,5439,7457,2470,809
19650,5532,6189,4254,5446,7465,2473,810
19675,5536,6198,4261,5454,7475,2473,812
19700,5539,6208,4268,5462,7485,2475,812
19725,5545,6221,4278,5472,7497,2478,812
19750,5547,6227,4284,5481,7504,2480,812
19775,5550,6237,4293,5492,7512,2482,813
19800,5553,6246,4300,5501,7521,2483,813
19825,5559,6255,4306,5510,7530,2485,814
19850,5563,6267,4315,5521,7545,2489,814
19875,5566,6277,4326,5532,7556,2490,816
19900,5567,6282,4331,5536,7564,2492,816
19925,5570,6289,4339,5543,7575,2493,816
19950,5573,6297,4344,5549,7584,2496,816
19975,5578,6309,4353,5560,7599,2499,817
20000,5580,6320,4365,5570,7611,2500,818
20025,5584,6332,4374,5579,7623,2502,818
20050,5585,6339,4382,5588,7635,2503,820
20075,5591,6349,4392,5599,7645,2506,823
20100,5593,6359,4400,5609,7654,2508,824
20125,5598,6370,4409,5619,7665,2510,825
20150,5603,6378,4417,5629,7674,2510,825
20175,5607,6387,4423,5636,7684,2511,827
20200,5611,6391,4427,5641,7691,2513,828
20225,5616,6399,4433,5652,7697,2514,829
20250,5621,6411,4441,5663,7708,2515,830
20275,5627,6421,4448,5675,7719,2518,831
20300,5631,6430,4456,5681,7729,2521,835
20325,5635,6437,4462,5688,7738,2522,836
20350,5638,6444,4469,5694,7749,2526,836
20375,5640,6450,4474,5699,7754,2529,837
20400,5645,6457,4481,5709,7760,2530,838
20425,5648,6465,4488,5715,7768,2530,838
20450,5650,6472,4493,5721,7775,2534,838
20475,5652,6482,4500,5730,7788,2534,842
20500,5652,6490,4504,5740,7795,2534,842
20525,5655,6498,4508,5749,7805,2536,843
20550,5659,6507,4516,5756,7815,2539,843
20575,5660,6515,4521,5762,7825,2541,844
20600,5661,6524,4528,5768,7835,2543,846
20625,5666,6530,4532,5776,7844,2544,847
20650,5668,6533,4536,5782,7851,2544,847
20675,5668,6538,4540,5787,7860,2545,847
20700,5670,6541,4543,5794,7868,2546,849
20725,5672,6548,4550,5800,7877,2549,849
20750,5675,6554,4555,5807,7885,2549,849
20775,5677,6559,4559,5812,7893,2550,849
20800,5681,6565,4565,5817,7900,2550,849
20825,5683,6573,4569,5825,7907,2552,852
20850,5687,6584,4579,5835,7917,2555,853
20875,5689,6590,4584,5842,7922,2556,853
20900,5692,6594,4587,5847,7926,2557,854
20925,5695,6602,4594,5857,7935,2558,857
20950,5696,6610,4602,5867,7945,2561,860
20975,5703,6617,4607,5883,7955,2564,861
21000,5704,6625,4615,5891,7964,2565,863
21025,5707,6635,4623,5901,7975,2565,864
21050,5710,6639,4626,5905,7981,2567,866
21075,5713,6648,4634,5916,7990,2570,868
21100,5714,6652,4639,5920,7995,2571,868
21125,5718,6661,4647,5930,8004,2576,869
21150,5722,6666,4653,5934,8012,2580,869
21175,5727,6674,4662,5938,8020,2581,869
21200,5729,6681,4670,5947,8030,2582,870
21225,5737,6693,4682,5958,8046,2584,870
21250,5739,6699,4689,5965,8057,2586,870
21275,5745,6710,4698,5974,8069,2587,873
21300,5747,6714,4701,5978,8074,2588,874
21325,5752,6721,4706,5986,8082,2589,876
21350,5756,6729,4714,5996,8092,2590,877
21375,5761,6738,4720,6003,8101,2590,878
21400,5765,6747,4726,6010,8113,2591,878
21425,5769,6756,4733,6020,8121,2591,879
21450,5773,6764,4739,6027,8132,2592,879
21475,5780,6773,4747,6039,8142,2595,880
21500,5785,6781,4755,6045,8148,2597,882
21525,5788,6789,4759,6050,8157,2597,883
21550,5791,6796,4765,6054,8163,2598,883
21575,5794,6805,4774,6060,8170,2598,884
21600,5797,6814,4782,6069,8175,2601,884
21625,5799,6819,4789,6075,8183,2602,885
21650,5805,6825,4794,6085,8192,2604,885
21675,5809,6827,4796,6092,8198,2605,885
21700,5811,6834,4802,6102,8208,2605,886
21725,5814,6841,4811,6111,8215,2606,886
21750,5820,6855,4820,6123,8229,2609,888
21775,5824,6866,4827,6131,8237,2609,889
21800,5827,6875,4835,6142,8251,2610,890
21825,5831,6883,4843,6151,8259,2612,890
21850,5834,6893,4851,6161,8268,2613,890
21875,5837,6899,4858,6165,8276,2614,890
21900,5843,6907,4865,6171,8283,2616,891
21925,5845,6912,4872,6177,8289,2616,892
21950,5849,6917,4878,6185,8295,2618,894
21975,5856,6926,4886,6195,8307,2622,896
22000,5862,6933,4891,6201,8314,2623,897
22025,5864,6941,4898,6207,8320,2623,897
22050,5867,6945,4905,6215,8327,2625,898
22075,5870,6951,4911,6220,8334,2627,898
22100,5870,6955,4916,6224,8338,2628,901
22125,5876,6961,4922,6228,8346,2629,903
22150,5878,6968,4928,6237,8354,2631,905
22175,5879,6974,4931,6242,8359,2631,905
22200,5882,6980,4935,6248,8367,2632,906
22225,5886,6989,4943,6256,8375,2634,906
22250,5889,6998,4951,6267,8385,2636,906
22275,5893,7006,4958,6279,8392,2637,906
22300,5895,7013,4963,6286,8399,2640,906
22325,5901,7018,4966,6295,8407,2641,906
22350,5905,7024,4972,6299,8412,2643,907
22375,5910,7029,4977,6303,8416,2643,909
22400,5915,7039,4983,6311,8426,2645,912
22425,5919,7048,4989,6319,8435,2645,913
22450,5926,7058,4997,6328,8446,2646,914
22475,5929,7067,5005,6334,8455,2648,914
22500,5930,7076,5014,6341,8464,2648,915
22525,5934,7087,5022,6354,8475,2649,916
22550,5940,7098,5032,6366,8483,2651,919
22575,5944,7105,5037,6370,8489,2653,921
22600,5948,7115,5044,6379,8501,2654,923
22625,5956,7125,5051,6387,8512,2658,924
22650,5964,7134,5058,6401,8521,2663,924
22675,5967,7139,5064,6408,8526,2665,926
22700,5971,7145,5068,6416,8532,2667,927
22725,5972,7154,5075,6422,8542,2669,927
22750,5976,7163,5084,6432,8551,2671,928
22775,5977,7168,5090,6438,8555,2673,928
22800,5982,7176,5095,6446,8564,2675,929
22825,5986,7181,5098,6451,8572,2677,929
22850,5991,7191,5108,6460,8582,2678,930
22875,5995,7198,5115,6470,8591,2679,930
22900,5996,7204,5120,6477,8601,2680,930
22925,5998,7209,5124,6483,8606,2680,931
22950,6003,7220,5135,6492,8616,2681,934
22975,6010,7236,5148,6504,8631,2683,935
23000,6016,7244,5154,6517,8643,2684,937
23025,6019,7255,5165,6527,8654,2687,937
23050,6023,7261,5170,6532,8661,2688,938
23075,6025,7273,5182,6540,8671,2691,939
23100,6027,7283,5191,6548,8681,2692,939
23125,6030,7289,5196,6556,8689,2693,940
23150,6030,7298,5204,6569,8697,2693,940
23175,6035,7312,5213,6580,8709,2696,941
23200,6037,7320,5219,6587,8717,2698,942
23225,6038,7325,5224,6596,8722,2698,942
23250,6040,7330,5230,6599,8727,2699,942
23275,6042,7338,5237,6609,8736,2700,943
23300,6045,7344,5242,6616,8743,2700,945
23325,6048,7347,5246,6619,8747,2702,947
23350,6053,7355,5256,6628,8756,2703,949
23375,6057,7361,5261,6637,8762,2703,950
23400,6057,7368,5265,6643,8768,2705,951
23425,6061,7374,5269,6649,8774,2706,952
23450,6063,7386,5277,6657,8784,2708,952
23475,6064,7392,5283,6665,8792,2708,953
23500,6068,7397,5289,6669,8798,2709,956
23525,6071,7406,5295,6676,8806,2711,959
23550,6073,7412,5302,6681,8813,2714,961
23575,6075,7419,5308,6687,8819,2714,961
23600,6079,7427,5315,6697,8829,2715,963
23625,6082,7434,5323,6706,8838,2717,964
23650,6088,7448,5337,6720,8850,2719,964
23675,6091,7452,5341,6726,8857,2719,965
23700,6093,7460,5348,6734,8865,2722,966
23725,6097,7471,5358,6745,8877,2723,967
23750,6099,7478,5361,6754,8886,2723,967
23775,6102,7485,5367,6760,8895,2725,968
23800,6105,7494,5374,6768,8900,2725,970
23825,6107,7502,5378,6774,8910,2727,970
23850,6111,7517,5391,6789,8924,2727,972
23875,6113,7526,5398,6800,8932,2728,973
23900,6118,7535,5407,6809,8943,2728,976
23925,6120,7540,5411,6814,8947,2729,976
23950,6121,7544,5415,6818,8953,2729,978
23975,6123,7551,5424,6827,8961,2731,980
24000,6126,7558,5429,6833,8968,2733,980
24025,6128,7565,5435,6840,8976,2735,980
24050,6130,7574,5442,6849,8985,2735,980
24075,6132,7581,5448,6856,8995,2737,983
24100,6136,7588,5454,6867,9002,2737,984
24125,6139,7594,5460,6874,9012,2737,986
24150,6139,7601,5466,6881,9021,2737,987
24175,6140,7608,5472,6888,9028,2737,988
24200,6141,7615,5479,6894,9034,2737,991
24225,6143,7621,5485,6900,9044,2739,991
24250,6144,7627,5489,6906,9052,2739,994
24275,6148,7636,5497,6913,9064,2740,997
24300,6151,7643,5504,6919,9073,2741,998
24325,6152,7654,5514,6928,9081,2744,999
24350,6154,7661,5520,6933,9091,2746,1000
24375,6159,7670,5528,6942,9102,2749,1000
24400,6160,7680,5534,6953,9110,2752,1001
24425,6165,7693,5542,6963,9123,2754,1001
24450,6169,7698,5546,6973,9129,2755,1002
24475,6170,7702,5551,6980,9138,2757,1003
24500,6172,7709,5558,6987,9146,2759,1003
24525,6174,7713,5560,6990,9148,2759,1003
24550,6175,7722,5568,6995,9155,2760,1003
24575,6179,7732,5578,7005,9166,2761,1003
24600,6181,7743,5589,7017,9176,2762,1003
24625,6184,7753,5595,7027,9187,2763,1003
24650,6187,7759,5599,7034,9193,2765,1003
24675,6190,7768,5607,7044,9202,2767,1005
24700,6194,7776,5615,7050,9210,2771,1007
24725,6198,7784,5626,7059,9219,2773,1010
24750,6202,7794,5632,7066,9230,2775,1011
24775,6206,7803,5639,7073,9240,2778,1011
24800,6210,7813,5649,7082,9252,2779,1012
24825,6212,7822,5657,7088,9262,2781,1012
24850,6214,7833,5668,7097,9271,2782,1013
24875,6214,7837,5671,7105,9278,2784,1013
24900,6216,7846,5679,7115,9288,2785,1014
24925,6220,7857,5689,7127,9300,2787,1016
24950,6225,7868,5699,7139,9310,2790,1017
24975,6227,7876,5707,7149,9318,2793,1018
25000,6233,7884,5714,7157,9328,2795,1022
25025,6237,7890,5720,7162,9336,2796,1023
25050,6242,7900,5730,7173,9348,2797,1025
25075,6247,7912,5742,7185,9359,2799,1026
25100,6250,7919,5748,7191,9366,2800,1026
25125,6253,7924,5753,7198,9373,2801,1028
25150,6256,7932,5759,7205,9383,2804,1029
25175,6261,7939,5765,7212,9394,2807,1030
25200,6265,7952,5777,7225,9407,2811,1032
25225,6266,7958,5783,7231,9415,2811,1034
25250,6268,7967,5790,7238,9425,2813,1035
25275,6272,7976,5798,7247,9437,2813,1038
25300,6276,7986,5805,7255,9444,2814,1038
25325,6280,7995,5812,7265,9456,2816,1039
25350,6285,8003,5819,7275,9466,2816,1041
25375,6291,8011,5826,7287,9477,2816,1042
25400,6294,8016,5832,7292,9485,2816,1042
25425,6299,8025,5840,7300,9497,2818,1044
25450,6304,8035,5851,7307,9508,2821,1045
25475,6305,8041,5855,7309,9514,2822,1045
25500,6307,8045,5858,7311,9520,2823,1047
25525,6310,8049,5862,7314,9526,2825,1048
25550,6313,8059,5871,7323,9535,2826,1049
25575,6319,8068,5881,7332,9547,2828,1050
25600,6324,8075,5886,7336,9555,2834,1050
25625,6329,8083,5893,7345,9563,2836,1053
25650,6331,8091,5901,7354,9574,2837,1054
25675,6338,8101,5912,7363,9583,2838,1056
25700,6344,8107,5919,7368,9590,2839,1056
25725,6346,8112,5922,7374,9597,2842,1057
25750,6353,8118,5927,7380,9605,2843,1058
25775,6357,8125,5934,7386,9613,2847,1058
25800,6359,8132,5941,7391,9622,2848,1060
25825,6361,8136,5946,7394,9628,2850,1061
25850,6363,8141,5952,7397,9632,2851,1062
25875,6367,8152,5960,7403,9643,2852,1064
25900,6372,8157,5964,7405,9647,2854,1064
25925,6374,8164,5967,7414,9654,2855,1064
25950,6378,8175,5978,7423,9667,2861,1064
25975,6387,8188,5990,7432,9679,2865,1065
26000,6393,8197,5998,7439,9689,2867,1068
26025,6398,8204,6003,7450,9699,2868,1069
26050,6403,8212,6009,7455,9706,2870,1070
26075,6408,8216,6015,7459,9712,2870,1072
26100,6411,8226,6022,7466,9721,2874,1074
26125,6414,8231,6028,7472,9727,2877,1075
26150,6417,8237,6033,7480,9734,2880,1076
26175,6418,8243,6037,7484,9743,2881,1076
26200,6423,8251,6044,7495,9754,2884,1077
26225,6425,8259,6049,7504,9760,2885,1077
26250,6428,8266,6056,7513,9769,2885,1077
26275,6433,8276,6065,7521,9782,2886,1078
26300,6436,8282,6070,7528,9789,2886,1078
26325,6440,8290,6077,7537,9800,2890,1082
26350,6443,8298,6082,7543,9809,2892,1083
26375,6446,8303,6086,7551,9819,2895,1083
26400,6449,8313,6093,7560,9828,2896,1083
26425,6450,8320,6099,7564,9835,2897,1085
26450,6452,8329,6103,7572,9844,2899,1085
26475,6454,8338,6109,7583,9855,2899,1087
26500,6456,8346,6116,7591,9865,2901,1090
26525,6459,8351,6118,7596,9868,2902,1092
26550,6462,8359,6124,7600,9875,2902,1093
26575,6466,8368,6133,7611,9884,2904,1094
26600,6469,8377,6140,7621,9895,2906,1094
26625,6472,8387,6149,7631,9907,2909,1095
26650,6474,8394,6156,7639,9915,2911,1096
26675,6478,8401,6160,7648,9925,2911,1096
26700,6481,8406,6162,7655,9931,2911,1096
26725,6485,8414,6169,7662,9942,2913,1096
26750,6488,8421,6176,7668,9948,2913,1098
26775,6491,8430,6185,7674,9956,2913,1099
26800,6495,8437,6190,7678,9963,2914,1100
26825,6499,8444,6194,7687,9972,2914,1101
26850,6503,8452,6202,7698,9982,2915,1102
26875,6505,8462,6208,7706,9991,2917,1102
26900,6511,8472,6218,7712,10003,2919,1104
26925,6514,8479,6224,7718,10011,2920,1104
26950,6519,8486,6230,7727,10023,2920,1105
26975,6523,8496,6240,7736,10032,2920,1107
27000,6525,8504,6248,7744,10042,2921,1107
27025,6528,8517,6259,7755,10057,2922,1108
27050,6535,8530,6270,7765,10069,2922,1108
27075,6538,8540,6278,7773,10080,2924,1109
27100,6540,8547,6285,7782,10086,2924,1109
27125,6543,8559,6295,7787,10098,2926,1110
27150,6547,8567,6303,7794,10106,2928,1110
27175,6551,8574,6312,7800,10115,2928,1110
27200,6553,8581,6317,7809,10121,2928,1111
27225,6556,8587,6323,7815,10129,2930,1111
27250,6557,8590,6327,7819,10136,2931,1114
27275,6561,8597,6333,7822,10141,2934,1115
27300,6564,8601,6337,7827,10147,2936,1116
27325,6569,8609,6343,7835,10155,2936,1117
27350,6571,8617,6350,7842,10165,2939,1117
27375,6576,8629,6359,7852,10176,2943,1119
27400,6581,8635,6364,7855,10183,2945,1119
27425,6583,8643,6370,7862,10192,2949,1122
27450,6587,8651,6375,7869,10200,2949,1124
27475,6590,8662,6387,7881,10214,2954,1124
27500,6593,8673,6398,7887,10225,2957,1126
27525,6595,8677,6402,7893,10231,2957,1129
27550,6595,8686,6410,7900,10240,2962,1129
27575,6597,8692,6417,7907,10249,2965,1130
27600,6599,8696,6421,7913,10256,2967,1131
27625,6606,8707,6431,7920,10267,2973,1131
27650,6612,8715,6438,7926,10274,2979,1133
27675,6621,8726,6448,7936,10281,2981,1135
27700,6625,8733,6453,7942,10290,2982,1135
27725,6630,8739,6457,7948,10300,2982,1136
27750,6633,8745,6461,7957,10307,2982,1139
27775,6634,8753,6467,7965,10321,2984,1142
27800,6638,8761,6473,7971,10328,2985,1142
27825,6641,8770,6481,7978,10337,2986,1142
27850,6644,8774,6487,7985,10347,2987,1142
27875,6648,8783,6494,7992,10354,2990,1142
27900,6653,8793,6503,8000,10363,2992,1143
27925,6658,8801,6510,8005,10371,2993,1147
27950,6661,8812,6521,8016,10382,2995,1147
27975,6665,8821,6528,8024,10391,2995,1149
28000,6670,8830,6535,8031,10398,2996,1149
28025,6671,8837,6541,8035,10404,2996,1150
28050,6676,8843,6547,8040,10410,2998,1151
28075,6684,8848,6551,8045,10423,2998,1151
28100,6689,8854,6557,8051,10428,2998,1152
28125,6693,8862,6562,8054,10435,2998,1153
28150,6697,8870,6568,8057,10441,2998,1156
28175,6701,8878,6575,8063,10447,2999,1158
28200,6704,8886,6583,8069,10456,3000,1158
28225,6704,8895,6587,8072,10464,3002,1159
28250,6708,8902,6593,8075,10470,3003,1160
28275,6710,8910,6597,8083,10478,3004,1163
28300,6714,8915,6600,8087,10482,3005,1164
28325,6716,8919,6604,8093,10486,3007,1164
28350,6716,8929,6613,8097,10492,3011,1168
28375,6720,8937,6617,8102,10498,3012,1171
28400,6724,8946,6623,8108,10508,3013,1171
28425,6729,8955,6632,8117,10519,3016,1171
28450,6731,8964,6640,8123,10526,3017,1171
28475,6733,8972,6649,8132,10533,3020,1173
28500,6735,8982,6657,8140,10544,3022,1174
28525,6736,8986,6663,8148,10551,3024,1175
28550,6741,8995,6673,8156,10563,3026,1178
28575,6744,9003,6681,8162,10571,3027,1180
28600,6748,9011,6688,8171,10577,3027,1180
28625,6749,9018,6694,8180,10587,3029,1180
28650,6751,9023,6698,8185,10595,3030,1181
28675,6753,9032,6706,8193,10605,3033,1181
28700,6756,9043,6714,8203,10617,3035,1181
28725,6756,9050,6720,8212,10624,3036,1181
28750,6759,9058,6728,8221,10632,3037,1181
28775,6761,9066,6734,8226,10639,3037,1181
28800,6763,9076,6743,8235,10650,3037,1181
28825,6765,9083,6750,8247,10662,3037,1181
28850,6768,9088,6755,8255,10673,3038,1185
28875,6773,9094,6761,8264,10683,3038,1185
28900,6777,9104,6773,8275,10696,3042,1185
28925,6781,9109,6777,8281,10702,3044,1187
28950,6783,9117,6786,8287,10711,3045,1189
28975,6787,9126,6793,8295,10720,3046,1189
29000,6788,9133,6801,8301,10731,3050,1189
29025,6790,9141,6808,8311,10741,3052,1190
29050,6795,9153,6819,8323,10752,3054,1190
29075,6801,9162,6827,8331,10760,3054,1191
29100,6805,9172,6837,8344,10770,3056,1192
29125,6810,9179,6844,8354,10778,3056,1194
29150,6815,9186,6850,8361,10788,3057,1194
29175,6822,9201,6861,8375,10802,3057,1194
29200,6828,9212,6871,8382,10811,3058,1194
29225,6833,9223,6880,8391,10820,3059,1195
29250,6839,9235,6891,8401,10832,3060,1196
29275,6844,9250,6908,8415,10849,3064,1196
29300,6850,9263,6920,8424,10860,3069,1196
29325,6858,9277,6935,8436,10872,3075,1196
29350,6864,9289,6944,8447,10884,3079,1196
29375,6870,9297,6949,8458,10893,3081,1197
29400,6874,9303,6956,8466,10899,3083,1197
29425,6878,9314,6966,8476,10911,3088,1198
29450,6880,9323,6977,8489,10921,3092,1198
29475,6883,9328,6982,8494,10926,3095,1199
29500,6888,9337,6990,8504,10935,3100,1201
29525,6890,9345,6999,8513,10946,3105,1203
29550,6894,9350,7004,8520,10954,3109,1203
29575,6901,9357,7011,8527,10960,3112,1204
29600,6905,9364,7019,8538,10971,3116,1204
29625,6908,9373,7027,8547,10981,3116,1205
29650,6911,9380,7035,8555,10990,3117,1205
29675,6914,9395,7049,8570,11006,3119,1206
29700,6919,9405,7057,8582,11019,3121,1206
29725,6924,9416,7067,8593,11029,3123,1208
29750,6928,9425,7072,8598,11036,3123,1211
29775,6930,9432,7081,8607,11047,3124,1211
29800,6933,9435,7086,8613,11053,3124,1212
29825,6937,9439,7090,8621,11062,3125,1213
29850,6941,9449,7100,8634,11073,3125,1214
29875,6945,9460,7108,8642,11085,3125,1215
29900,6948,9469,7113,8650,11096,3125,1219
29925,6949,9475,7120,8657,11101,3125,1219
29950,6955,9483,7128,8665,11109,3125,1221
29975,6961,9491,7137,8673,11115,3125,1221
30000,6965,9501,7148,8684,11127,3126,1222
30025,6970,9512,7160,8697,11138,3130,1224
30050,6978,9528,7175,8712,11154,3134,1225
30075,6986,9533,7182,8719,11163,3134,1225
30100,6994,9544,7191,8727,11175,3134,1227
30125,6996,9553,7199,8736,11185,3134,1227
30150,7000,9564,7211,8749,11200,3139,1229
30175,7005,9573,7219,8757,11210,3139,1230
30200,7008,9580,7227,8762,11219,3140,1231
30225,7010,9593,7238,8770,11231,3142,1232
30250,7015,9605,7246,8780,11244,3142,1233
30275,7020,9616,7253,8790,11257,3143,1234
30300,7028,9627,7264,8799,11269,3145,1235
30325,7031,9637,7274,8807,11280,3145,1236
30350,7034,9644,7281,8816,11289,3145,1238
30375,7041,9655,7293,8828,11300,3147,1238
30400,7045,9660,7298,8834,11306,3147,1241
30425,7049,9675,7312,8849,11322,3148,1241
30450,7057,9686,7323,8860,11331,3149,1241
30475,7060,9696,7333,8872,11338,3152,1243
30500,7062,9710,7343,8883,11350,3154,1244
30525,7065,9719,7351,8890,11359,3155,1244
30550,7070,9726,7353,8891,11364,3156,1244
30575,7076,9735,7361,8897,11372,3157,1244
30600,7078,9745,7371,8907,11382,3162,1245
30625,7087,9760,7384,8920,11398,3164,1245
30650,7091,9768,7394,8929,11413,3164,1246
30675,7099,9783,7409,8944,11427,3167,1247
30700,7107,9799,7424,8957,11441,3169,1248
30725,7115,9814,7436,8970,11453,3174,1248
30750,7123,9828,7449,8984,11468,3176,1249
30775,7127,9839,7456,8996,11477,3176,1249
30800,7131,9849,7467,9011,11487,3179,1250
30825,7137,9862,7478,9024,11500,3182,1250
30850,7139,9872,7488,9034,11510,3188,1250
30875,7144,9876,7494,9042,11518,3191,1251
30900,7150,9881,7504,9056,11530,3193,1252
30925,7156,9889,7511,9065,11537,3199,1252
30950,7159,9900,7523,9075,11548,3199,1253
30975,7165,9908,7530,9082,11558,3201,1253
31000,7172,9915,7538,9092,11570,3201,1254
31025,7175,9924,7546,9103,11581,3202,1256
31050,7180,9933,7555,9114,11590,3204,1259
31075,7183,9942,7565,9124,11599,3206,1261
31100,7188,9954,7577,9134,11611,3207,1262
31125,7196,9962,7584,9141,11619,3210,1265
31150,7201,9972,7591,9150,11629,3212,1266
