Time(Iteration),DisLinUCB,NIndepLinUCB-alpha=0.3,FCLUB_DC,HetoFedBandit_Simplified,HetoFedBandit_Enhanced,DyClu
37850,7204,0,21555,2422,5208,0
37875,7204,0,21559,2422,5284,0
37900,7204,0,21567,2432,5284,0
37925,7204,0,21571,2432,5284,0
37950,7204,0,21577,2432,5284,0
37975,7204,0,21581,2440,5284,0
38000,7204,0,21586,2440,5284,0
38025,7204,0,21591,2440,5284,0
38050,7354,0,21597,2442,5284,0
38075,7354,0,21602,2442,5284,0
38100,7354,0,21608,2442,5284,0
38125,7354,0,21613,2446,5284,0
38150,7354,0,21616,2446,5284,0
38175,7354,0,21624,2446,5360,0
38200,7354,0,21630,2450,5360,0
38225,7354,0,21637,2450,5360,0
38250,7354,0,21640,2450,5360,0
38275,7354,0,21645,2454,5360,0
38300,7354,0,21649,2454,5360,0
38325,7354,0,21652,2454,5360,0
38350,7354,0,21658,2462,5360,0
38375,7354,0,21661,2462,5360,0
38400,7354,0,21669,2462,5360,0
38425,7354,0,21676,2480,5436,0
38450,7354,0,21680,2480,5436,0
38475,7354,0,21682,2480,5436,0
38500,7354,0,21688,2482,5436,0
38525,7354,0,21692,2482,5436,0
38550,7354,0,21698,2482,5436,0
38575,7354,0,21702,2496,5436,0
38600,7504,0,21704,2496,5436,0
38625,7504,0,21711,2496,5436,0
38650,7504,0,21716,2506,5436,0
38675,7504,0,21721,2506,5436,0
38700,7504,0,21727,2506,5512,0
38725,7504,0,21732,2514,5512,0
38750,7504,0,21736,2514,5512,0
38775,7504,0,21741,2514,5512,0
38800,7504,0,21744,2524,5512,0
38825,7504,0,21750,2524,5512,0
38850,7504,0,21752,2524,5512,0
38875,7504,0,21758,2526,5512,0
38900,7504,0,21762,2526,5512,0
38925,7504,0,21765,2526,5512,0
38950,7504,0,21770,2530,5512,0
38975,7504,0,21775,2530,5588,0
39000,7504,0,21782,2530,5588,0
39025,7654,0,21786,2534,5588,0
39050,7654,0,21794,2534,5588,0
39075,7654,0,21800,2534,5588,0
39100,7654,0,21805,2538,5588,0
39125,7654,0,21807,2538,5588,0
39150,7654,0,21813,2538,5588,0
39175,7654,0,21817,2540,5588,0
39200,7654,0,21820,2540,5664,0
39225,7654,0,21825,2540,5664,0
39250,7654,0,21828,2558,5664,0
39275,7654,0,21833,2558,5664,0
39300,7654,0,21838,2558,5664,0
39325,7654,0,21843,2572,5664,0
39350,7654,0,21848,2572,5664,0
39375,7804,0,21852,2572,5664,0
39400,7804,0,21857,2580,5740,0
39425,7804,0,21862,2580,5740,0
39450,7804,0,21866,2580,5740,0
39475,7804,0,21870,2590,5740,0
39500,7804,0,21875,2590,5740,0
39525,7804,0,21879,2590,5740,0
39550,7804,0,21880,2598,5740,0
39575,7804,0,21884,2598,5740,0
39600,7804,0,21892,2598,5816,0
39625,7804,0,21898,2600,5816,0
39650,7804,0,21902,2600,5816,0
39675,7804,0,21906,2600,5816,0
39700,7804,0,21908,2610,5816,0
39725,7804,0,21913,2610,5892,0
39750,7804,0,21918,2610,5892,0
39775,7954,0,21921,2614,5892,0
39800,7954,0,21926,2614,5892,0
39825,7954,0,21929,2614,5892,0
39850,7954,0,21931,2616,5892,0
39875,7954,0,21938,2616,5892,0
39900,7954,0,21941,2616,5892,0
39925,7954,0,21947,2630,5968,0
39950,7954,0,21950,2630,5968,0
39975,7954,0,21954,2630,5968,0
40000,7954,0,21956,2638,5968,0
40025,7954,0,21964,2638,5968,0
40050,7954,0,21968,2638,5968,0
40075,7954,0,21971,2656,5968,0
40100,7954,0,21975,2656,5968,0
40125,7954,0,21979,2656,5968,0
40150,8104,0,21984,2666,6044,0
40175,8104,0,21986,2666,6044,0
40200,8104,0,21994,2666,6044,0
40225,8104,0,21997,2674,6120,0
40250,8104,0,22002,2674,6120,0
40275,8104,0,22004,2674,6120,0
40300,8104,0,22008,2676,6120,0
40325,8104,0,22012,2676,6120,0
40350,8104,0,22015,2676,6120,0
40375,8104,0,22017,2680,6120,0
40400,8104,0,22023,2680,6120,0
40425,8104,0,22026,2680,6196,0
40450,8254,0,22031,2682,6196,0
40475,8254,0,22038,2682,6196,0
40500,8254,0,22043,2682,6196,0
40525,8254,0,22046,2696,6196,0
40550,8254,0,22049,2696,6196,0
40575,8254,0,22053,2696,6196,0
40600,8254,0,22055,2704,6196,0
40625,8254,0,22059,2704,6272,0
40650,8254,0,22062,2704,6272,0
40675,8254,0,22064,2714,6272,0
40700,8254,0,22067,2714,6272,0
40725,8254,0,22069,2714,6272,0
40750,8404,0,22072,2722,6272,0
40775,8404,0,22077,2722,6348,0
40800,8404,0,22080,2722,6348,0
40825,8404,0,22083,2724,6348,0
40850,8404,0,22086,2724,6348,0
40875,8404,0,22091,2724,6348,0
40900,8404,0,22093,2728,6424,0
40925,8404,0,22096,2728,6424,0
40950,8404,0,22101,2728,6424,0
40975,8554,0,22103,2730,6500,0
41000,8554,0,22106,2730,6500,0
41025,8554,0,22109,2730,6500,0
41050,8554,0,22114,2744,6576,0
41075,8554,0,22117,2744,6576,0
41100,8704,0,22120,2744,6576,0
41125,8704,0,22121,2752,6576,0
41150,8704,0,22124,2752,6652,0
41175,8704,0,22128,2752,6652,0
41200,8854,0,22133,2760,6728,0
41225,8854,0,22137,2760,6728,0
41250,9004,0,22140,2760,6804,0
41275,9004,0,22144,2768,6880,0
