Time(Iteration),DisLinUCB,NIndepLinUCB-alpha=0.05,NIndepLinUCB-alpha=0.01,NIndepLinUCB-alpha=0.3,NIndepLinUCB-alpha=0,NIndepLinUCB-alpha=1.5
8625,52280,0,0,0,0,0
8650,52280,0,0,0,0,0
8675,52280,0,0,0,0,0
8700,54572,0,0,0,0,0
8725,54572,0,0,0,0,0
8750,54572,0,0,0,0,0
8775,54572,0,0,0,0,0
8800,54572,0,0,0,0,0
8825,54572,0,0,0,0,0
8850,54572,0,0,0,0,0
8875,54572,0,0,0,0,0
8900,54572,0,0,0,0,0
8925,54572,0,0,0,0,0
8950,54572,0,0,0,0,0
8975,54572,0,0,0,0,0
9000,54572,0,0,0,0,0
9025,54572,0,0,0,0,0
9050,54572,0,0,0,0,0
9075,54572,0,0,0,0,0
9100,54572,0,0,0,0,0
9125,54572,0,0,0,0,0
9150,54572,0,0,0,0,0
9175,54572,0,0,0,0,0
9200,56904,0,0,0,0,0
9225,56904,0,0,0,0,0
9250,56904,0,0,0,0,0
9275,56904,0,0,0,0,0
9300,56904,0,0,0,0,0
9325,56904,0,0,0,0,0
9350,56904,0,0,0,0,0
9375,56904,0,0,0,0,0
9400,56904,0,0,0,0,0
9425,56904,0,0,0,0,0
9450,56904,0,0,0,0,0
9475,56904,0,0,0,0,0
9500,56904,0,0,0,0,0
9525,56904,0,0,0,0,0
9550,56904,0,0,0,0,0
9575,56904,0,0,0,0,0
9600,56904,0,0,0,0,0
9625,56904,0,0,0,0,0
9650,56904,0,0,0,0,0
9675,56904,0,0,0,0,0
9700,56904,0,0,0,0,0
9725,56904,0,0,0,0,0
9750,56904,0,0,0,0,0
9775,56904,0,0,0,0,0
9800,56904,0,0,0,0,0
9825,59288,0,0,0,0,0
9850,59288,0,0,0,0,0
9875,59288,0,0,0,0,0
9900,61682,0,0,0,0,0
9925,61682,0,0,0,0,0
9950,61682,0,0,0,0,0
9975,61682,0,0,0,0,0
10000,61682,0,0,0,0,0
10025,61682,0,0,0,0,0
10050,61682,0,0,0,0,0
10075,61682,0,0,0,0,0
10100,61682,0,0,0,0,0
10125,61682,0,0,0,0,0
10150,61682,0,0,0,0,0
10175,61682,0,0,0,0,0
10200,61682,0,0,0,0,0
10225,61682,0,0,0,0,0
10250,61682,0,0,0,0,0
10275,61682,0,0,0,0,0
10300,61682,0,0,0,0,0
10325,61682,0,0,0,0,0
10350,61682,0,0,0,0,0
10375,61682,0,0,0,0,0
10400,61682,0,0,0,0,0
10425,61682,0,0,0,0,0
10450,61682,0,0,0,0,0
10475,61682,0,0,0,0,0
10500,61682,0,0,0,0,0
10525,61682,0,0,0,0,0
10550,61682,0,0,0,0,0
10575,61682,0,0,0,0,0
10600,61682,0,0,0,0,0
10625,61682,0,0,0,0,0
10650,61682,0,0,0,0,0
10675,61682,0,0,0,0,0
10700,61682,0,0,0,0,0
10725,61682,0,0,0,0,0
10750,61682,0,0,0,0,0
10775,61682,0,0,0,0,0
10800,61682,0,0,0,0,0
10825,61682,0,0,0,0,0
10850,64152,0,0,0,0,0
10875,64152,0,0,0,0,0
10900,64152,0,0,0,0,0
10925,64152,0,0,0,0,0
10950,64152,0,0,0,0,0
10975,64152,0,0,0,0,0
11000,66626,0,0,0,0,0
11025,66626,0,0,0,0,0
11050,66626,0,0,0,0,0
11075,66626,0,0,0,0,0
11100,66626,0,0,0,0,0
11125,66626,0,0,0,0,0
11150,66626,0,0,0,0,0
11175,66626,0,0,0,0,0
11200,66626,0,0,0,0,0
11225,66626,0,0,0,0,0
11250,66626,0,0,0,0,0
11275,66626,0,0,0,0,0
11300,66626,0,0,0,0,0
11325,66626,0,0,0,0,0
11350,66626,0,0,0,0,0
11375,66626,0,0,0,0,0
11400,66626,0,0,0,0,0
11425,66626,0,0,0,0,0
11450,66626,0,0,0,0,0
11475,66626,0,0,0,0,0
11500,66626,0,0,0,0,0
11525,66626,0,0,0,0,0
11550,66626,0,0,0,0,0
11575,66626,0,0,0,0,0
11600,66626,0,0,0,0,0
11625,66626,0,0,0,0,0
11650,66626,0,0,0,0,0
11675,66626,0,0,0,0,0
11700,66626,0,0,0,0,0
11725,66626,0,0,0,0,0
11750,66626,0,0,0,0,0
11775,66626,0,0,0,0,0
11800,66626,0,0,0,0,0
11825,66626,0,0,0,0,0
11850,66626,0,0,0,0,0
11875,66626,0,0,0,0,0
11900,66626,0,0,0,0,0
11925,69188,0,0,0,0,0
11950,69188,0,0,0,0,0
11975,69188,0,0,0,0,0
12000,69188,0,0,0,0,0
12025,69188,0,0,0,0,0
12050,69188,0,0,0,0,0
12075,69188,0,0,0,0,0
12100,69188,0,0,0,0,0
12125,69188,0,0,0,0,0
12150,69188,0,0,0,0,0
12175,69188,0,0,0,0,0
12200,69188,0,0,0,0,0
12225,69188,0,0,0,0,0
12250,69188,0,0,0,0,0
12275,69188,0,0,0,0,0
12300,69188,0,0,0,0,0
12325,69188,0,0,0,0,0
12350,69188,0,0,0,0,0
12375,69188,0,0,0,0,0
12400,69188,0,0,0,0,0
12425,69188,0,0,0,0,0
12450,69188,0,0,0,0,0
12475,69188,0,0,0,0,0
12500,69188,0,0,0,0,0
12525,69188,0,0,0,0,0
12550,69188,0,0,0,0,0
12575,69188,0,0,0,0,0
12600,69188,0,0,0,0,0
12625,69188,0,0,0,0,0
12650,69188,0,0,0,0,0
12675,69188,0,0,0,0,0
12700,69188,0,0,0,0,0
12725,69188,0,0,0,0,0
12750,69188,0,0,0,0,0
12775,69188,0,0,0,0,0
12800,69188,0,0,0,0,0
12825,69188,0,0,0,0,0
12850,69188,0,0,0,0,0
12875,69188,0,0,0,0,0
12900,69188,0,0,0,0,0
12925,69188,0,0,0,0,0
12950,69188,0,0,0,0,0
12975,69188,0,0,0,0,0
13000,71836,0,0,0,0,0
13025,71836,0,0,0,0,0
13050,71836,0,0,0,0,0
13075,71836,0,0,0,0,0
13100,71836,0,0,0,0,0
13125,71836,0,0,0,0,0
13150,71836,0,0,0,0,0
13175,71836,0,0,0,0,0
13200,71836,0,0,0,0,0
13225,71836,0,0,0,0,0
13250,71836,0,0,0,0,0
13275,71836,0,0,0,0,0
13300,71836,0,0,0,0,0
13325,71836,0,0,0,0,0
13350,71836,0,0,0,0,0
13375,71836,0,0,0,0,0
13400,71836,0,0,0,0,0
13425,71836,0,0,0,0,0
13450,71836,0,0,0,0,0
13475,71836,0,0,0,0,0
13500,71836,0,0,0,0,0
13525,71836,0,0,0,0,0
13550,71836,0,0,0,0,0
13575,71836,0,0,0,0,0
13600,71836,0,0,0,0,0
13625,71836,0,0,0,0,0
13650,71836,0,0,0,0,0
13675,74506,0,0,0,0,0
13700,74506,0,0,0,0,0
13725,74506,0,0,0,0,0
13750,74506,0,0,0,0,0
13775,74506,0,0,0,0,0
13800,74506,0,0,0,0,0
13825,74506,0,0,0,0,0
13850,74506,0,0,0,0,0
13875,74506,0,0,0,0,0
13900,74506,0,0,0,0,0
13925,74506,0,0,0,0,0
13950,74506,0,0,0,0,0
13975,74506,0,0,0,0,0
14000,74506,0,0,0,0,0
14025,74506,0,0,0,0,0
14050,74506,0,0,0,0,0
14075,74506,0,0,0,0,0
14100,74506,0,0,0,0,0
14125,74506,0,0,0,0,0
14150,74506,0,0,0,0,0
14175,74506,0,0,0,0,0
14200,74506,0,0,0,0,0
14225,74506,0,0,0,0,0
14250,74506,0,0,0,0,0
14275,74506,0,0,0,0,0
14300,74506,0,0,0,0,0
14325,74506,0,0,0,0,0
14350,74506,0,0,0,0,0
14375,74506,0,0,0,0,0
14400,74506,0,0,0,0,0
14425,74506,0,0,0,0,0
14450,74506,0,0,0,0,0
14475,74506,0,0,0,0,0
14500,74506,0,0,0,0,0
14525,74506,0,0,0,0,0
14550,74506,0,0,0,0,0
14575,74506,0,0,0,0,0
14600,74506,0,0,0,0,0
14625,74506,0,0,0,0,0
14650,74506,0,0,0,0,0
14675,74506,0,0,0,0,0
14700,74506,0,0,0,0,0
14725,74506,0,0,0,0,0
14750,74506,0,0,0,0,0
14775,74506,0,0,0,0,0
14800,74506,0,0,0,0,0
14825,74506,0,0,0,0,0
14850,74506,0,0,0,0,0
14875,74506,0,0,0,0,0
14900,74506,0,0,0,0,0
14925,74506,0,0,0,0,0
14950,74506,0,0,0,0,0
14975,74506,0,0,0,0,0
15000,74506,0,0,0,0,0
15025,74506,0,0,0,0,0
15050,74506,0,0,0,0,0
15075,74506,0,0,0,0,0
15100,74506,0,0,0,0,0
15125,74506,0,0,0,0,0
15150,74506,0,0,0,0,0
15175,74506,0,0,0,0,0
15200,74506,0,0,0,0,0
15225,74506,0,0,0,0,0
15250,74506,0,0,0,0,0
15275,74506,0,0,0,0,0
15300,74506,0,0,0,0,0
15325,74506,0,0,0,0,0
15350,74506,0,0,0,0,0
15375,74506,0,0,0,0,0
15400,74506,0,0,0,0,0
15425,74506,0,0,0,0,0
15450,74506,0,0,0,0,0
15475,74506,0,0,0,0,0
15500,74506,0,0,0,0,0
15525,74506,0,0,0,0,0
15550,74506,0,0,0,0,0
15575,74506,0,0,0,0,0
15600,74506,0,0,0,0,0
15625,74506,0,0,0,0,0
15650,77278,0,0,0,0,0
15675,77278,0,0,0,0,0
15700,77278,0,0,0,0,0
15725,77278,0,0,0,0,0
15750,77278,0,0,0,0,0
15775,77278,0,0,0,0,0
15800,77278,0,0,0,0,0
15825,77278,0,0,0,0,0
15850,77278,0,0,0,0,0
15875,77278,0,0,0,0,0
15900,77278,0,0,0,0,0
15925,77278,0,0,0,0,0
15950,77278,0,0,0,0,0
15975,77278,0,0,0,0,0
16000,77278,0,0,0,0,0
16025,77278,0,0,0,0,0
16050,77278,0,0,0,0,0
16075,77278,0,0,0,0,0
16100,77278,0,0,0,0,0
16125,77278,0,0,0,0,0
16150,77278,0,0,0,0,0
16175,77278,0,0,0,0,0
16200,77278,0,0,0,0,0
16225,77278,0,0,0,0,0
16250,77278,0,0,0,0,0
16275,77278,0,0,0,0,0
16300,77278,0,0,0,0,0
16325,77278,0,0,0,0,0
16350,77278,0,0,0,0,0
16375,77278,0,0,0,0,0
16400,77278,0,0,0,0,0
16425,77278,0,0,0,0,0
16450,77278,0,0,0,0,0
16475,77278,0,0,0,0,0
16500,77278,0,0,0,0,0
16525,77278,0,0,0,0,0
16550,77278,0,0,0,0,0
16575,77278,0,0,0,0,0
16600,77278,0,0,0,0,0
16625,77278,0,0,0,0,0
16650,77278,0,0,0,0,0
16675,77278,0,0,0,0,0
16700,77278,0,0,0,0,0
16725,77278,0,0,0,0,0
16750,77278,0,0,0,0,0
16775,77278,0,0,0,0,0
16800,77278,0,0,0,0,0
16825,77278,0,0,0,0,0
16850,77278,0,0,0,0,0
16875,77278,0,0,0,0,0
16900,80114,0,0,0,0,0
16925,80114,0,0,0,0,0
16950,80114,0,0,0,0,0
16975,80114,0,0,0,0,0
17000,80114,0,0,0,0,0
17025,80114,0,0,0,0,0
17050,80114,0,0,0,0,0
17075,80114,0,0,0,0,0
17100,80114,0,0,0,0,0
17125,80114,0,0,0,0,0
17150,80114,0,0,0,0,0
17175,80114,0,0,0,0,0
17200,80114,0,0,0,0,0
17225,80114,0,0,0,0,0
17250,80114,0,0,0,0,0
17275,80114,0,0,0,0,0
17300,80114,0,0,0,0,0
17325,80114,0,0,0,0,0
17350,80114,0,0,0,0,0
17375,80114,0,0,0,0,0
17400,80114,0,0,0,0,0
17425,80114,0,0,0,0,0
17450,80114,0,0,0,0,0
17475,80114,0,0,0,0,0
17500,80114,0,0,0,0,0
17525,80114,0,0,0,0,0
17550,80114,0,0,0,0,0
17575,80114,0,0,0,0,0
17600,80114,0,0,0,0,0
17625,80114,0,0,0,0,0
17650,80114,0,0,0,0,0
17675,80114,0,0,0,0,0
17700,80114,0,0,0,0,0
17725,80114,0,0,0,0,0
17750,80114,0,0,0,0,0
17775,80114,0,0,0,0,0
17800,80114,0,0,0,0,0
17825,80114,0,0,0,0,0
17850,82992,0,0,0,0,0
17875,82992,0,0,0,0,0
17900,82992,0,0,0,0,0
17925,82992,0,0,0,0,0
17950,82992,0,0,0,0,0
17975,82992,0,0,0,0,0
18000,82992,0,0,0,0,0
18025,82992,0,0,0,0,0
18050,82992,0,0,0,0,0
18075,82992,0,0,0,0,0
18100,82992,0,0,0,0,0
18125,82992,0,0,0,0,0
18150,82992,0,0,0,0,0
18175,82992,0,0,0,0,0
18200,82992,0,0,0,0,0
18225,82992,0,0,0,0,0
18250,82992,0,0,0,0,0
18275,82992,0,0,0,0,0
18300,82992,0,0,0,0,0
18325,82992,0,0,0,0,0
18350,82992,0,0,0,0,0
18375,82992,0,0,0,0,0
18400,82992,0,0,0,0,0
18425,82992,0,0,0,0,0
18450,82992,0,0,0,0,0
18475,82992,0,0,0,0,0
18500,82992,0,0,0,0,0
18525,82992,0,0,0,0,0
18550,82992,0,0,0,0,0
18575,82992,0,0,0,0,0
18600,82992,0,0,0,0,0
18625,82992,0,0,0,0,0
18650,82992,0,0,0,0,0
18675,82992,0,0,0,0,0
18700,82992,0,0,0,0,0
18725,82992,0,0,0,0,0
18750,82992,0,0,0,0,0
18775,82992,0,0,0,0,0
18800,82992,0,0,0,0,0
18825,82992,0,0,0,0,0
18850,82992,0,0,0,0,0
18875,82992,0,0,0,0,0
18900,82992,0,0,0,0,0
18925,82992,0,0,0,0,0
18950,82992,0,0,0,0,0
18975,82992,0,0,0,0,0
19000,82992,0,0,0,0,0
19025,82992,0,0,0,0,0
19050,82992,0,0,0,0,0
19075,82992,0,0,0,0,0
19100,82992,0,0,0,0,0
19125,82992,0,0,0,0,0
19150,82992,0,0,0,0,0
19175,82992,0,0,0,0,0
19200,82992,0,0,0,0,0
19225,82992,0,0,0,0,0
19250,82992,0,0,0,0,0
19275,82992,0,0,0,0,0
19300,82992,0,0,0,0,0
19325,82992,0,0,0,0,0
19350,82992,0,0,0,0,0
19375,82992,0,0,0,0,0
19400,82992,0,0,0,0,0
19425,85934,0,0,0,0,0
19450,85934,0,0,0,0,0
19475,85934,0,0,0,0,0
19500,85934,0,0,0,0,0
19525,85934,0,0,0,0,0
19550,85934,0,0,0,0,0
19575,85934,0,0,0,0,0
19600,85934,0,0,0,0,0
19625,85934,0,0,0,0,0
19650,85934,0,0,0,0,0
19675,85934,0,0,0,0,0
19700,85934,0,0,0,0,0
19725,85934,0,0,0,0,0
19750,85934,0,0,0,0,0
19775,85934,0,0,0,0,0
19800,85934,0,0,0,0,0
19825,85934,0,0,0,0,0
19850,85934,0,0,0,0,0
19875,85934,0,0,0,0,0
19900,85934,0,0,0,0,0
19925,85934,0,0,0,0,0
19950,85934,0,0,0,0,0
19975,85934,0,0,0,0,0
20000,85934,0,0,0,0,0
20025,85934,0,0,0,0,0
20050,85934,0,0,0,0,0
20075,85934,0,0,0,0,0
20100,85934,0,0,0,0,0
20125,85934,0,0,0,0,0
20150,85934,0,0,0,0,0
20175,85934,0,0,0,0,0
20200,85934,0,0,0,0,0
20225,85934,0,0,0,0,0
20250,85934,0,0,0,0,0
20275,85934,0,0,0,0,0
20300,85934,0,0,0,0,0
20325,85934,0,0,0,0,0
20350,85934,0,0,0,0,0
20375,85934,0,0,0,0,0
20400,85934,0,0,0,0,0
20425,85934,0,0,0,0,0
20450,85934,0,0,0,0,0
20475,85934,0,0,0,0,0
20500,88908,0,0,0,0,0
20525,88908,0,0,0,0,0
20550,88908,0,0,0,0,0
20575,88908,0,0,0,0,0
20600,88908,0,0,0,0,0
20625,88908,0,0,0,0,0
20650,88908,0,0,0,0,0
20675,88908,0,0,0,0,0
20700,88908,0,0,0,0,0
20725,88908,0,0,0,0,0
20750,88908,0,0,0,0,0
20775,88908,0,0,0,0,0
20800,88908,0,0,0,0,0
20825,88908,0,0,0,0,0
20850,88908,0,0,0,0,0
20875,88908,0,0,0,0,0
20900,88908,0,0,0,0,0
20925,88908,0,0,0,0,0
20950,88908,0,0,0,0,0
20975,88908,0,0,0,0,0
21000,88908,0,0,0,0,0
21025,88908,0,0,0,0,0
21050,88908,0,0,0,0,0
21075,88908,0,0,0,0,0
21100,88908,0,0,0,0,0
21125,88908,0,0,0,0,0
21150,88908,0,0,0,0,0
21175,88908,0,0,0,0,0
21200,88908,0,0,0,0,0
21225,88908,0,0,0,0,0
21250,88908,0,0,0,0,0
21275,88908,0,0,0,0,0
21300,88908,0,0,0,0,0
21325,88908,0,0,0,0,0
21350,88908,0,0,0,0,0
21375,88908,0,0,0,0,0
21400,88908,0,0,0,0,0
21425,88908,0,0,0,0,0
21450,88908,0,0,0,0,0
21475,88908,0,0,0,0,0
21500,88908,0,0,0,0,0
21525,88908,0,0,0,0,0
21550,88908,0,0,0,0,0
21575,88908,0,0,0,0,0
