Time(Iteration),DisLinUCB,NIndepLinUCB-alpha=0.3,FCLUB_DC,HetoFedBandit_Simplified,HetoFedBandit_Enhanced
36000,8097,10203,7731,9960,12301,1403
36025,8106,10216,7740,9971,12314,1403
36050,8112,10223,7747,9980,12322,1403
36075,8118,10233,7757,9988,12333,1404
36100,8124,10241,7764,9997,12344,1406
36125,8129,10254,7777,10010,12359,1408
36150,8134,10265,7787,10021,12373,1408
36175,8142,10274,7796,10031,12382,1408
36200,8145,10282,7804,10037,12391,1408
36225,8152,10288,7810,10042,12395,1408
36250,8156,10295,7817,10052,12406,1409
36275,8161,10304,7825,10062,12418,1410
36300,8165,10311,7832,10070,12427,1414
36325,8168,10321,7838,10075,12437,1414
36350,8172,10332,7850,10089,12450,1415
36375,8175,10340,7857,10094,12455,1415
36400,8178,10349,7863,10101,12464,1416
36425,8187,10361,7874,10113,12475,1418
36450,8193,10372,7884,10124,12484,1419
36475,8196,10378,7892,10131,12492,1422
36500,8200,10386,7899,10141,12497,1424
36525,8208,10392,7903,10148,12501,1424
36550,8217,10401,7912,10155,12514,1425
36575,8222,10409,7919,10165,12523,1425
36600,8229,10420,7929,10175,12534,1426
36625,8240,10434,7942,10184,12549,1427
36650,8243,10442,7949,10195,12560,1427
36675,8249,10451,7958,10202,12571,1427
36700,8255,10461,7966,10209,12581,1430
36725,8260,10468,7970,10218,12591,1432
36750,8264,10479,7981,10231,12603,1432
36775,8270,10487,7989,10238,12610,1432
36800,8273,10491,7993,10242,12615,1433
36825,8278,10498,8001,10252,12623,1433
36850,8283,10503,8008,10258,12631,1433
36875,8288,10515,8020,10267,12642,1433
36900,8293,10524,8028,10275,12651,1433
36925,8302,10532,8034,10283,12659,1435
36950,8309,10542,8044,10287,12671,1435
36975,8313,10554,8057,10300,12683,1435
37000,8318,10565,8065,10310,12697,1435
37025,8322,10573,8073,10317,12706,1438
37050,8326,10584,8082,10325,12716,1438
37075,8333,10591,8089,10330,12723,1439
37100,8339,10599,8096,10338,12733,1439
37125,8344,10607,8102,10343,12741,1441
37150,8344,10617,8112,10351,12750,1442
37175,8350,10627,8120,10359,12760,1443
37200,8356,10638,8129,10370,12771,1446
37225,8360,10645,8137,10377,12779,1446
37250,8367,10657,8146,10386,12794,1447
37275,8372,10667,8154,10395,12804,1448
37300,8376,10676,8161,10400,12813,1449
37325,8381,10686,8170,10408,12824,1450
37350,8388,10696,8179,10417,12832,1451
37375,8391,10706,8190,10425,12843,1451
37400,8397,10717,8200,10432,12855,1452
37425,8408,10724,8208,10441,12866,1453
37450,8411,10730,8215,10452,12877,1455
37475,8415,10740,8224,10460,12889,1457
37500,8422,10744,8227,10467,12894,1459
37525,8429,10749,8231,10474,12899,1460
37550,8434,10755,8239,10479,12906,1460
37575,8440,10762,8245,10490,12913,1461
37600,8444,10769,8251,10497,12921,1462
37625,8451,10786,8266,10511,12937,1462
37650,8456,10794,8272,10520,12947,1464
37675,8466,10804,8281,10534,12958,1464
37700,8471,10815,8291,10543,12967,1466
37725,8478,10820,8294,10550,12973,1466
37750,8481,10831,8303,10561,12986,1467
37775,8484,10842,8311,10571,13000,1470
37800,8491,10853,8322,10581,13011,1470
37825,8497,10862,8328,10590,13021,1471
37850,8505,10871,8335,10598,13030,1471
37875,8510,10881,8343,10608,13041,1471
37900,8514,10888,8347,10616,13049,1472
37925,8521,10898,8354,10625,13059,1472
37950,8526,10906,8360,10634,13068,1473
37975,8532,10915,8371,10644,13080,1474
38000,8540,10921,8377,10648,13089,1474
38025,8549,10930,8384,10655,13096,1475
38050,8556,10941,8392,10666,13107,1476
38075,8561,10951,8403,10675,13118,1476
38100,8567,10957,8405,10681,13125,1478
38125,8571,10962,8407,10686,13132,1479
38150,8577,10973,8415,10695,13142,1480
38175,8581,10985,8424,10704,13156,1481
38200,8591,10998,8436,10714,13168,1482
38225,8595,11006,8443,10723,13175,1483
38250,8603,11016,8452,10734,13186,1483
38275,8609,11027,8460,10746,13199,1484
38300,8615,11037,8468,10753,13211,1484
38325,8618,11049,8480,10763,13224,1486
38350,8625,11058,8489,10771,13235,1486
38375,8630,11064,8495,10778,13244,1489
38400,8635,11073,8502,10786,13256,1490
38425,8639,11083,8512,10797,13267,1491
38450,8644,11092,8519,10805,13278,1492
38475,8650,11105,8531,10815,13290,1493
38500,8655,11114,8540,10826,13302,1494
38525,8659,11121,8549,10836,13311,1495
38550,8668,11128,8556,10841,13319,1496
38575,8674,11136,8563,10847,13328,1497
38600,8680,11143,8568,10852,13336,1499
38625,8685,11155,8580,10864,13350,1500
38650,8689,11165,8590,10875,13361,1501
38675,8694,11176,8602,10886,13374,1501
38700,8702,11189,8614,10898,13386,1503
38725,8707,11199,8623,10908,13397,1503
38750,8714,11205,8628,10916,13403,1507
38775,8726,11218,8639,10929,13417,1507
38800,8735,11231,8651,10940,13433,1509
38825,8737,11242,8660,10948,13443,1511
38850,8742,11248,8666,10951,13448,1511
38875,8748,11254,8673,10959,13454,1513
38900,8758,11266,8685,10971,13466,1516
38925,8762,11273,8690,10979,13475,1517
38950,8766,11281,8699,10990,13488,1517
38975,8774,11288,8705,10997,13496,1517
39000,8779,11297,8714,11006,13508,1520
39025,8784,11307,8725,11014,13518,1522
39050,8786,11313,8731,11024,13525,1522
39075,8790,11322,8738,11030,13536,1523
39100,8794,11328,8744,11035,13542,1526
39125,8800,11336,8750,11045,13549,1528
39150,8811,11344,8760,11053,13559,1528
39175,8820,11355,8771,11064,13572,1529
39200,8828,11364,8778,11073,13581,1530
39225,8831,11371,8785,11079,13587,1531
39250,8839,11385,8799,11091,13602,1531
39275,8843,11391,8805,11101,13611,1531
39300,8848,11406,8817,11116,13622,1531
39325,8859,11417,8829,11128,13634,1531
39350,8864,11433,8842,11141,13650,1531
39375,8869,11446,8851,11150,13662,1533
39400,8876,11459,8863,11160,13674,1534
39425,8881,11467,8872,11168,13684,1535
39450,8888,11473,8879,11175,13691,1537
39475,8898,11483,8888,11187,13702,1537
39500,8905,11494,8897,11198,13717,1539
39525,8905,11506,8907,11208,13729,1541
39550,8909,11514,8913,11214,13735,1543
39575,8913,11521,8920,11221,13744,1546
39600,8919,11524,8925,11226,13749,1546
39625,8922,11534,8934,11234,13759,1548
39650,8928,11541,8939,11241,13766,1548
39675,8933,11551,8948,11249,13775,1549
39700,8940,11563,8958,11257,13787,1551
39725,8948,11572,8969,11266,13800,1552
39750,8958,11584,8979,11276,13813,1553
39775,8964,11592,8987,11287,13824,1554
39800,8972,11603,8996,11299,13836,1558
39825,8978,11610,9002,11310,13844,1559
39850,8984,11616,9008,11316,13851,1561
39875,8995,11625,9016,11323,13859,1563
39900,9001,11638,9028,11336,13871,1565
39925,9011,11651,9037,11345,13883,1566
39950,9018,11664,9047,11359,13896,1566
39975,9027,11675,9056,11368,13907,1567
40000,9036,11690,9070,11383,13921,1569
40025,9041,11702,9080,11393,13933,1569
40050,9050,11713,9088,11404,13944,1569
40075,9054,11723,9098,11414,13957,1571
40100,9062,11736,9109,11426,13968,1572
40125,9066,11749,9120,11439,13983,1572
40150,9074,11758,9129,11449,13994,1574
40175,9081,11770,9141,11458,14007,1574
40200,9086,11780,9151,11465,14017,1574
40225,9094,11794,9164,11479,14029,1574
40250,9100,11803,9174,11485,14038,1574
40275,9105,11812,9183,11494,14051,1575
40300,9114,11823,9193,11504,14062,1575
40325,9118,11832,9199,11511,14071,1576
40350,9127,11842,9210,11522,14081,1577
40375,9127,11853,9217,11534,14092,1579
40400,9130,11861,9224,11542,14102,1580
40425,9137,11872,9237,11553,14112,1580
40450,9146,11882,9245,11562,14121,1580
40475,9150,11889,9250,11570,14129,1584
40500,9154,11900,9261,11582,14140,1586
40525,9161,11912,9272,11594,14151,1587
40550,9165,11922,9281,11604,14160,1588
40575,9169,11933,9292,11612,14170,1590
40600,9175,11942,9299,11620,14181,1590
40625,9182,11956,9309,11630,14193,1591
40650,9187,11964,9316,11638,14199,1593
40675,9196,11978,9328,11650,14213,1593
40700,9202,11993,9343,11660,14225,1594
40725,9208,12000,9349,11667,14233,1596
40750,9212,12012,9358,11678,14246,1596
40775,9219,12024,9369,11687,14260,1600
40800,9226,12034,9377,11695,14269,1601
40825,9232,12042,9384,11701,14275,1601
40850,9236,12048,9388,11708,14281,1601
40875,9240,12056,9393,11714,14288,1602
40900,9247,12065,9400,11723,14298,1603
40925,9254,12073,9408,11733,14307,1607
40950,9257,12082,9417,11742,14317,1608
40975,9261,12090,9424,11751,14323,1609
41000,9268,12102,9431,11761,14333,1611
41025,9274,12110,9439,11769,14341,1614
41050,9278,12120,9449,11776,14350,1615
41075,9284,12128,9456,11784,14357,1617
41100,9287,12136,9463,11791,14367,1621
41125,9295,12148,9473,11803,14379,1621
41150,9303,12161,9484,11812,14389,1623
41175,9311,12173,9492,11823,14401,1623
41200,9317,12178,9497,11828,14409,1624
41225,9321,12186,9504,11835,14419,1624
41250,9332,12198,9515,11844,14430,1625
41275,9336,12203,9520,11852,14434,1627
