Time(Iteration),DisLinUCB,NIndepLinUCB-alpha=0.3,FCLUB_DC,HetoFedBandit_Simplified,HetoFedBandit_Enhanced
2375,1025,271,245,90,524,105
2400,1040,274,246,90,527,106
2425,1050,282,251,90,530,107
2450,1061,288,255,91,534,107
2475,1074,293,259,91,543,108
2500,1082,299,264,92,548,109
2525,1091,301,266,92,550,110
2550,1102,308,268,92,554,110
2575,1113,312,273,94,559,111
2600,1122,315,277,95,563,111
2625,1131,319,282,98,569,112
2650,1141,323,284,101,573,112
2675,1148,329,291,102,575,112
2700,1158,333,293,103,577,114
2725,1167,335,296,105,578,116
2750,1179,338,299,105,584,116
2775,1189,341,302,106,586,116
2800,1202,349,311,106,590,117
2825,1212,356,315,108,593,119
2850,1222,368,322,110,603,121
2875,1238,375,326,110,609,123
2900,1245,380,331,111,612,123
2925,1258,386,334,111,619,126
2950,1269,390,335,112,625,127
2975,1277,394,337,112,627,127
3000,1291,397,339,112,630,128
3025,1302,404,346,113,640,129
3050,1315,410,349,114,647,130
3075,1327,416,356,115,654,132
3100,1339,422,359,118,663,133
3125,1349,427,361,119,672,134
3150,1359,433,367,119,678,135
3175,1373,439,371,120,684,135
3200,1386,444,379,121,688,136
3225,1400,451,382,122,695,136
3250,1414,455,383,124,702,136
3275,1421,459,387,125,706,137
3300,1432,463,391,126,712,138
3325,1441,470,392,128,714,138
3350,1450,475,397,129,720,139
3375,1459,481,399,131,725,141
3400,1470,485,401,133,728,142
3425,1481,489,403,133,732,144
3450,1491,496,405,136,736,145
3475,1499,500,406,136,740,147
3500,1512,507,412,136,745,148
3525,1522,511,417,137,751,150
3550,1532,517,422,140,756,151
3575,1544,527,424,140,764,151
3600,1553,535,427,141,771,152
3625,1563,540,431,141,776,152
3650,1572,545,433,143,782,153
3675,1583,548,435,144,786,154
3700,1595,555,439,144,789,156
3725,1607,561,445,146,795,157
3750,1616,565,448,146,799,159
3775,1628,569,451,148,804,161
3800,1639,575,456,149,812,161
3825,1650,579,460,150,817,163
3850,1661,585,465,152,823,164
3875,1678,592,468,154,828,164
3900,1692,600,470,156,831,166
3925,1705,603,472,158,837,166
3950,1717,610,474,158,842,166
3975,1729,620,480,159,848,167
4000,1742,631,483,159,853,169
4025,1755,636,487,161,859,172
4050,1765,641,489,161,864,173
4075,1773,648,491,162,868,176
4100,1781,653,493,163,875,178
4125,1792,659,497,163,883,178
4150,1804,663,500,163,886,178
4175,1813,669,505,163,891,179
4200,1822,679,507,164,898,180
4225,1828,682,510,165,902,180
4250,1837,690,514,165,906,180
4275,1844,698,518,165,909,180
4300,1850,703,521,166,913,183
4325,1857,712,526,166,916,183
4350,1865,716,528,166,917,183
4375,1875,724,531,166,922,184
4400,1884,728,535,166,926,186
4425,1890,731,539,167,929,187
4450,1897,737,544,168,934,188
4475,1905,740,547,169,938,190
4500,1916,743,551,171,938,191
4525,1926,749,556,171,945,191
4550,1941,758,562,172,953,193
4575,1945,765,567,174,957,194
4600,1955,772,570,175,959,194
4625,1964,783,578,176,961,195
4650,1970,786,580,176,968,196
4675,1982,789,583,176,972,199
4700,1989,794,588,176,975,199
4725,1994,799,592,177,978,200
4750,2001,808,595,181,982,200
4775,2010,814,600,182,984,201
4800,2016,819,603,182,986,202
4825,2026,825,606,183,993,204
4850,2032,831,607,184,997,205
4875,2042,837,609,184,1002,206
4900,2052,843,612,184,1006,206
4925,2063,851,614,185,1010,206
4950,2073,859,618,186,1013,208
4975,2079,864,621,187,1015,211
5000,2089,871,624,190,1020,211
5025,2097,875,626,194,1021,213
5050,2110,883,631,200,1029,213
5075,2117,890,636,209,1034,214
5100,2126,897,636,215,1038,214
5125,2137,907,638,225,1044,214
5150,2146,918,644,233,1049,218
5175,2158,920,645,238,1051,219
5200,2168,927,650,248,1055,220
5225,2176,932,654,252,1060,222
5250,2184,941,655,262,1064,224
5275,2193,945,657,267,1066,224
5300,2203,951,658,270,1069,226
5325,2213,959,660,279,1075,228
5350,2221,967,664,288,1081,228
5375,2229,973,665,295,1083,228
5400,2243,984,669,303,1089,230
5425,2251,994,675,310,1095,231
5450,2263,1005,679,316,1099,232
5475,2272,1013,683,323,1101,232
5500,2286,1024,687,329,1104,233
5525,2297,1036,690,340,1111,235
5550,2306,1042,691,347,1116,239
5575,2314,1049,695,353,1119,239
5600,2322,1059,699,362,1125,242
5625,2332,1068,700,372,1125,242
5650,2340,1072,703,376,1130,244
5675,2353,1080,711,383,1137,245
5700,2361,1086,715,391,1138,245
5725,2370,1090,717,397,1147,247
5750,2377,1094,718,404,1149,248
5775,2386,1101,721,408,1158,248
5800,2394,1106,723,413,1161,249
5825,2402,1110,727,416,1166,250
5850,2407,1118,733,426,1172,250
5875,2418,1124,734,433,1177,251
5900,2431,1131,737,439,1182,251
5925,2440,1140,743,447,1187,253
5950,2449,1148,749,455,1193,253
5975,2457,1158,756,463,1199,254
6000,2468,1164,759,469,1203,256
6025,2479,1169,762,479,1208,256
6050,2490,1178,770,485,1214,256
6075,2499,1184,773,491,1216,256
6100,2509,1186,774,499,1219,257
6125,2515,1193,779,508,1224,257
6150,2527,1203,782,517,1228,258
6175,2541,1210,786,523,1233,260
6200,2551,1212,787,525,1235,260
6225,2559,1221,791,532,1241,260
6250,2568,1226,794,539,1243,263
6275,2575,1235,801,547,1248,264
6300,2586,1246,807,556,1254,266
6325,2594,1248,809,562,1258,268
6350,2602,1253,814,570,1266,269
6375,2613,1262,818,581,1270,271
6400,2621,1267,821,589,1275,273
6425,2632,1276,825,600,1282,273
6450,2642,1283,830,607,1287,274
6475,2652,1293,836,616,1291,275
6500,2664,1299,839,625,1295,275
6525,2672,1306,842,633,1301,275
6550,2684,1312,846,641,1306,275
6575,2697,1316,850,647,1307,275
6600,2707,1322,854,655,1314,275
6625,2717,1329,861,665,1317,278
6650,2727,1338,866,675,1322,280
6675,2736,1342,868,681,1326,281
6700,2744,1351,872,690,1329,281
6725,2751,1353,877,695,1333,281
6750,2760,1359,880,702,1338,282
6775,2768,1365,882,708,1344,283
6800,2779,1373,884,715,1348,285
6825,2786,1378,888,722,1353,287
6850,2792,1385,889,725,1356,287
6875,2805,1392,892,731,1358,288
6900,2819,1403,896,742,1365,288
6925,2825,1408,900,749,1368,289
6950,2838,1416,905,754,1376,289
6975,2842,1424,906,762,1382,290
7000,2851,1435,911,772,1386,291
7025,2861,1443,916,776,1390,293
7050,2870,1450,926,785,1397,295
7075,2881,1459,928,793,1405,298
7100,2892,1469,934,804,1412,298
7125,2904,1478,937,813,1415,299
7150,2912,1486,940,821,1420,301
7175,2922,1494,946,829,1426,302
7200,2933,1505,949,839,1432,302
7225,2944,1516,954,847,1440,302
7250,2956,1527,965,856,1447,302
7275,2965,1539,972,868,1455,302
7300,2979,1548,974,881,1461,307
7325,2990,1557,977,892,1466,307
7350,2997,1569,983,900,1476,307
7375,3007,1575,988,910,1481,309
7400,3017,1580,993,915,1486,310
7425,3027,1585,993,921,1489,311
7450,3037,1592,995,929,1492,313
7475,3045,1599,999,938,1498,313
7500,3052,1607,1003,945,1503,315
7525,3061,1615,1007,954,1509,315
7550,3071,1622,1012,962,1514,316
7575,3082,1630,1017,969,1519,316
7600,3093,1640,1020,978,1523,318
7625,3104,1646,1024,990,1527,321
7650,3111,1656,1028,997,1531,323
7675,3121,1666,1032,1004,1537,323
7700,3132,1676,1035,1018,1543,323
7725,3143,1684,1041,1028,1548,323
7750,3154,1694,1048,1037,1556,325
7775,3160,1702,1052,1043,1564,326
7800,3165,1713,1059,1055,1569,326
7825,3172,1724,1066,1064,1579,326
7850,3182,1729,1069,1071,1583,326
7875,3193,1737,1076,1082,1592,327
7900,3202,1746,1079,1092,1597,327
7925,3209,1753,1082,1098,1599,328
7950,3219,1759,1087,1105,1605,331
7975,3228,1771,1094,1111,1610,331
8000,3239,1779,1101,1119,1617,332
8025,3247,1793,1107,1126,1625,335
8050,3256,1803,1114,1135,1632,335
8075,3262,1808,1117,1146,1637,337
8100,3270,1814,1121,1153,1644,338
8125,3279,1822,1125,1161,1651,339
8150,3289,1827,1131,1166,1657,341
8175,3297,1836,1138,1174,1664,342
8200,3304,1842,1140,1182,1671,343
8225,3316,1849,1143,1192,1681,343
8250,3321,1858,1148,1199,1689,343
8275,3332,1867,1154,1208,1697,344
8300,3342,1877,1161,1216,1708,346
8325,3347,1886,1166,1222,1714,347
8350,3352,1893,1167,1227,1715,349
8375,3361,1902,1174,1236,1721,349
8400,3371,1913,1178,1246,1732,349
8425,3380,1923,1185,1259,1739,351
8450,3386,1929,1192,1262,1744,351
8475,3395,1935,1195,1268,1745,351
8500,3399,1945,1198,1273,1752,351
8525,3408,1957,1208,1282,1761,352
8550,3413,1965,1210,1292,1767,353
8575,3421,1971,1216,1301,1774,353
8600,3427,1975,1218,1307,1780,354
8625,3434,1980,1221,1312,1788,355
8650,3441,1985,1223,1320,1791,355
8675,3451,1996,1230,1328,1799,355
8700,3455,2003,1236,1335,1807,356
8725,3463,2010,1239,1347,1815,356
8750,3467,2019,1244,1360,1826,358
8775,3473,2028,1249,1367,1833,358
8800,3480,2036,1251,1378,1842,358
8825,3487,2041,1255,1388,1845,358
8850,3497,2051,1260,1402,1849,358
8875,3505,2056,1264,1408,1856,359
8900,3512,2063,1265,1415,1860,360
8925,3520,2076,1272,1423,1868,360
8950,3523,2083,1277,1429,1873,361
8975,3536,2091,1281,1436,1882,363
9000,3541,2103,1292,1448,1892,363
9025,3547,2112,1295,1459,1900,364
9050,3551,2119,1300,1465,1903,365
9075,3558,2133,1309,1478,1911,367
9100,3562,2140,1315,1482,1917,368
9125,3575,2149,1320,1494,1925,369
9150,3582,2158,1330,1504,1932,371
9175,3586,2162,1335,1513,1941,372
9200,3596,2168,1339,1522,1949,372
9225,3598,2176,1343,1529,1961,372
9250,3606,2183,1348,1536,1974,372
9275,3612,2191,1352,1547,1979,373
9300,3620,2197,1357,1555,1986,374
9325,3628,2206,1361,1562,1991,377
9350,3633,2213,1366,1569,1996,379
9375,3640,2221,1370,1578,2004,381
9400,3651,2229,1374,1587,2017,384
9425,3662,2240,1378,1596,2024,384
9450,3673,2249,1382,1604,2027,384
9475,3680,2252,1386,1612,2036,384
9500,3687,2262,1388,1622,2044,384
9525,3695,2273,1393,1629,2052,386
9550,3701,2286,1398,1636,2057,387
9575,3707,2292,1402,1648,2062,389
9600,3713,2304,1408,1656,2066,389
9625,3724,2309,1411,1665,2072,390
9650,3733,2321,1414,1674,2080,391
9675,3739,2326,1418,1682,2084,391
9700,3745,2335,1426,1693,2093,392
9725,3753,2344,1428,1700,2100,394
9750,3755,2354,1433,1710,2108,394
9775,3762,2363,1438,1719,2114,396
9800,3769,2372,1444,1733,2120,396
9825,3775,2377,1447,1738,2127,397
9850,3782,2387,1452,1744,2134,398
9875,3789,2395,1455,1750,2137,398
9900,3796,2406,1458,1758,2143,399
9925,3803,2416,1462,1766,2150,403
9950,3808,2428,1470,1776,2162,404
9975,3814,2438,1472,1782,2169,404
10000,3820,2447,1474,1788,2176,404
10025,3828,2459,1482,1800,2185,406
10050,3833,2465,1483,1806,2190,406
10075,3838,2473,1486,1811,2193,409
10100,3843,2479,1487,1819,2197,409
10125,3851,2486,1490,1826,2203,409
10150,3859,2498,1496,1833,2210,410
10175,3866,2505,1501,1840,2212,411
10200,3868,2513,1505,1851,2216,411
10225,3875,2523,1514,1862,2225,412
10250,3882,2532,1519,1868,2230,412
10275,3888,2538,1520,1877,2237,415
10300,3898,2548,1528,1885,2244,416
10325,3903,2555,1531,1891,2247,417
10350,3907,2560,1535,1897,2251,418
10375,3910,2571,1543,1906,2261,418
10400,3917,2582,1549,1912,2268,418
10425,3922,2589,1554,1921,2272,420
10450,3927,2595,1560,1927,2278,421
10475,3936,2604,1564,1936,2286,422
10500,3942,2614,1570,1944,2291,423
10525,3951,2623,1575,1950,2296,425
10550,3957,2632,1582,1961,2302,428
10575,3962,2638,1587,1967,2310,429
10600,3969,2648,1593,1975,2318,429
10625,3976,2655,1595,1978,2324,432
10650,3983,2661,1599,1982,2330,432
10675,3992,2672,1607,1991,2337,432
10700,3994,2679,1612,2000,2341,432
10725,3999,2687,1618,2008,2345,432
10750,4005,2693,1621,2013,2350,434
10775,4014,2701,1627,2024,2356,436
10800,4022,2711,1634,2032,2364,437
10825,4030,2723,1643,2043,2367,438
10850,4038,2731,1648,2050,2371,438
10875,4047,2740,1657,2061,2376,440
10900,4054,2750,1662,2066,2381,441
10925,4060,2757,1665,2074,2385,441
10950,4067,2765,1672,2081,2392,441
10975,4077,2777,1675,2088,2397,443
11000,4085,2790,1684,2097,2407,446
11025,4089,2793,1686,2103,2412,446
11050,4096,2802,1693,2113,2418,447
11075,4103,2815,1698,2123,2423,450
11100,4109,2822,1702,2132,2430,451
11125,4110,2827,1708,2137,2435,451
11150,4113,2831,1710,2143,2438,451
11175,4116,2843,1717,2152,2446,452
11200,4127,2851,1724,2159,2452,453
11225,4135,2857,1729,2165,2458,454
11250,4138,2861,1732,2171,2464,456
11275,4146,2866,1735,2181,2470,459
11300,4153,2877,1747,2188,2478,459
11325,4163,2886,1754,2198,2490,459
11350,4171,2894,1761,2205,2496,460
11375,4178,2904,1766,2214,2501,461
11400,4184,2910,1773,2224,2508,461
11425,4190,2918,1776,2232,2513,463
11450,4197,2928,1784,2242,2520,466
11475,4204,2941,1789,2245,2527,469
11500,4212,2951,1796,2254,2534,470
11525,4217,2962,1807,2263,2542,470
11550,4224,2970,1811,2272,2550,471
11575,4229,2977,1817,2284,2558,472
11600,4235,2987,1824,2292,2564,475
11625,4242,2997,1831,2305,2571,478
11650,4248,3004,1837,2317,2577,478
11675,4253,3012,1845,2328,2589,481
11700,4262,3016,1848,2332,2597,481
11725,4269,3029,1853,2346,2606,481
11750,4275,3038,1859,2356,2611,483
11775,4285,3048,1864,2362,2621,483
11800,4296,3057,1872,2372,2630,483
11825,4304,3066,1878,2381,2636,486
11850,4307,3073,1885,2389,2640,486
11875,4312,3082,1894,2394,2651,488
11900,4318,3092,1903,2403,2662,489
11925,4322,3101,1910,2409,2669,489
11950,4327,3109,1918,2417,2672,490
11975,4336,3119,1927,2429,2682,491
12000,4341,3123,1935,2436,2688,492
12025,4346,3131,1942,2443,2693,493
12050,4355,3136,1946,2450,2699,494
12075,4359,3145,1956,2459,2709,495
12100,4365,3156,1962,2469,2719,496
12125,4369,3164,1968,2476,2727,496
12150,4375,3172,1974,2483,2733,497
12175,4381,3182,1982,2494,2740,497
12200,4388,3189,1985,2501,2745,498
12225,4392,3200,1992,2511,2751,500
12250,4399,3210,1996,2521,2757,500
12275,4404,3218,2000,2527,2763,500
12300,4415,3232,2009,2540,2775,501
12325,4425,3241,2015,2553,2786,501
12350,4434,3250,2020,2561,2795,503
12375,4440,3256,2024,2570,2799,503
12400,4447,3266,2030,2579,2805,503
12425,4453,3274,2032,2588,2810,504
12450,4459,3279,2035,2594,2816,508
12475,4470,3288,2038,2603,2823,508
12500,4479,3298,2046,2613,2829,509
12525,4489,3314,2055,2627,2840,509
12550,4496,3319,2059,2633,2843,511
12575,4498,3326,2065,2641,2851,512
12600,4505,3336,2074,2651,2855,513
12625,4515,3345,2079,2660,2860,514
12650,4521,3357,2088,2668,2868,516
12675,4530,3366,2096,2680,2874,518
12700,4539,3376,2102,2688,2881,518
12725,4546,3386,2108,2696,2890,518
12750,4552,3394,2114,2705,2896,519
12775,4557,3406,2124,2719,2904,519
12800,4565,3418,2133,2730,2909,521
12825,4572,3427,2137,2741,2916,521
12850,4580,3442,2145,2755,2923,524
12875,4585,3452,2147,2767,2929,524
12900,4591,3458,2154,2775,2934,525
12925,4597,3468,2161,2786,2940,526
12950,4604,3474,2166,2794,2946,526
12975,4610,3483,2171,2803,2954,528
13000,4618,3495,2175,2811,2961,529
13025,4623,3504,2181,2821,2969,531
13050,4630,3514,2188,2831,2976,532
13075,4639,3524,2194,2841,2984,533
13100,4648,3534,2201,2851,2991,534
13125,4656,3545,2205,2855,2997,535
13150,4668,3552,2209,2863,2999,536
13175,4675,3556,2214,2868,3004,537
13200,4680,3567,2222,2877,3012,537
13225,4686,3575,2229,2888,3019,537
13250,4691,3580,2233,2894,3022,537
13275,4698,3591,2240,2901,3031,537
13300,4704,3602,2246,2911,3039,539
13325,4707,3608,2249,2917,3044,539
13350,4710,3616,2253,2923,3051,540
13375,4713,3624,2259,2928,3055,540
13400,4717,3632,2266,2937,3059,544
13425,4723,3639,2271,2948,3068,546
13450,4728,3645,2276,2956,3073,546
13475,4735,3654,2283,2966,3081,547
13500,4739,3665,2289,2970,3086,547
13525,4747,3672,2296,2980,3092,547
13550,4752,3678,2300,2985,3098,549
13575,4758,3685,2306,2993,3106,550
13600,4763,3692,2313,3003,3110,551
13625,4768,3703,2324,3012,3119,551
13650,4772,3711,2331,3019,3122,553
13675,4777,3722,2341,3033,3132,554
13700,4780,3728,2347,3041,3143,556
13725,4785,3732,2349,3048,3145,558
13750,4799,3748,2358,3062,3160,559
13775,4808,3762,2369,3074,3174,562
13800,4816,3772,2378,3082,3186,562
13825,4818,3777,2384,3085,3191,564
13850,4824,3784,2389,3093,3198,565
13875,4826,3791,2394,3098,3203,566
13900,4835,3801,2401,3107,3211,569
13925,4837,3810,2406,3115,3217,570
13950,4843,3816,2412,3120,3223,570
13975,4852,3823,2416,3128,3230,572
14000,4859,3830,2421,3136,3237,573
14025,4867,3839,2428,3146,3244,574
14050,4873,3846,2434,3153,3249,576
14075,4881,3857,2440,3162,3255,577
14100,4889,3868,2452,3172,3264,577
14125,4896,3877,2458,3185,3270,577
14150,4903,3884,2462,3191,3280,577
14175,4911,3894,2472,3201,3285,579
14200,4916,3905,2480,3210,3292,580
14225,4923,3913,2483,3216,3300,581
14250,4928,3921,2489,3225,3307,582
14275,4936,3932,2496,3236,3314,584
14300,4942,3938,2501,3244,3322,585
14325,4948,3946,2507,3254,3331,586
14350,4955,3951,2510,3259,3339,588
14375,4962,3959,2514,3268,3346,589
14400,4965,3967,2518,3277,3351,589
14425,4971,3976,2524,3282,3361,589
14450,4975,3982,2530,3289,3370,590
14475,4978,3990,2535,3297,3380,591
14500,4984,3998,2541,3305,3386,593
14525,4987,4006,2550,3311,3393,594
14550,4994,4015,2556,3323,3400,594
14575,5001,4026,2563,3335,3409,598
14600,5004,4035,2568,3341,3414,598
14625,5009,4045,2574,3351,3422,599
14650,5014,4052,2580,3358,3430,601
14675,5018,4057,2582,3368,3434,601
14700,5022,4069,2589,3377,3439,601
14725,5027,4080,2597,3390,3449,602
14750,5033,4090,2605,3396,3456,603
14775,5038,4097,2609,3403,3461,604
14800,5043,4104,2615,3410,3471,606
14825,5049,4118,2624,3422,3481,606
14850,5053,4127,2630,3428,3490,607
14875,5060,4138,2639,3436,3496,608
14900,5067,4148,2646,3446,3506,609
14925,5074,4157,2655,3456,3511,610
14950,5082,4166,2661,3467,3518,612
14975,5088,4174,2670,3477,3525,613
15000,5094,4177,2673,3481,3529,614
15025,5096,4180,2675,3483,3532,615
15050,5104,4189,2679,3495,3536,615
15075,5111,4198,2685,3501,3544,616
15100,5118,4205,2690,3509,3553,617
15125,5122,4217,2699,3519,3562,618
15150,5130,4224,2704,3528,3567,618
15175,5135,4230,2709,3536,3570,619
15200,5143,4239,2714,3548,3576,620
15225,5148,4248,2719,3557,3579,622
15250,5149,4254,2725,3564,3584,622
15275,5156,4260,2732,3574,3588,623
15300,5160,4266,2738,3582,3593,623
15325,5166,4271,2741,3590,3598,623
15350,5174,4279,2745,3596,3605,625
15375,5181,4283,2748,3604,3608,631
15400,5189,4295,2756,3612,3614,631
15425,5194,4305,2761,3621,3625,631
15450,5198,4318,2769,3632,3638,631
15475,5206,4332,2775,3645,3647,632
15500,5210,4338,2777,3654,3653,632
15525,5217,4347,2783,3663,3660,633
15550,5221,4356,2790,3671,3664,633
15575,5225,4366,2797,3675,3671,633
15600,5229,4369,2799,3681,3676,635
15625,5233,4378,2806,3689,3685,638
15650,5243,4389,2813,3698,3698,639
15675,5248,4400,2816,3706,3705,639
15700,5251,4406,2820,3713,3712,639
15725,5256,4417,2824,3724,3719,641
15750,5266,4428,2829,3735,3731,641
15775,5272,4436,2840,3745,3742,642
15800,5281,4443,2841,3751,3748,644
15825,5288,4453,2847,3760,3759,645
15850,5294,4463,2854,3768,3771,646
15875,5300,4471,2860,3776,3778,648
15900,5305,4479,2865,3781,3787,648
15925,5310,4487,2871,3792,3794,651
15950,5316,4496,2877,3802,3803,654
15975,5323,4502,2880,3810,3809,654
16000,5333,4515,2887,3822,3822,654
16025,5336,4521,2892,3831,3827,657
16050,5342,4531,2895,3843,3836,658
16075,5349,4539,2902,3852,3845,660
16100,5353,4549,2908,3860,3853,661
16125,5357,4559,2914,3869,3858,661
16150,5362,4568,2922,3877,3871,661
16175,5367,4572,2927,3883,3876,662
16200,5373,4581,2932,3890,3882,663
16225,5377,4589,2938,3897,3889,663
16250,5385,4602,2948,3908,3899,664
16275,5392,4607,2954,3914,3909,666
16300,5396,4617,2959,3923,3918,668
16325,5404,4628,2967,3931,3927,668
16350,5407,4635,2971,3942,3937,669
16375,5412,4645,2976,3950,3943,669
16400,5416,4651,2979,3954,3948,669
16425,5421,4655,2982,3959,3953,670
16450,5426,4662,2988,3967,3961,672
16475,5430,4671,2995,3976,3966,672
16500,5434,4680,3001,3984,3970,674
16525,5442,4692,3008,3994,3982,675
16550,5444,4696,3012,4002,3985,676
16575,5450,4707,3019,4013,3989,677
16600,5454,4718,3026,4023,3998,677
16625,5459,4728,3034,4029,4003,678
16650,5462,4734,3039,4041,4009,679
16675,5467,4747,3049,4050,4014,684
16700,5473,4760,3056,4060,4025,685
16725,5480,4768,3063,4066,4028,687
16750,5481,4773,3067,4070,4030,687
16775,5488,4787,3078,4078,4040,689
16800,5491,4797,3083,4087,4045,689
16825,5499,4805,3088,4094,4050,690
16850,5503,4815,3092,4102,4054,691
16875,5508,4822,3097,4110,4060,693
16900,5516,4831,3107,4118,4066,694
16925,5523,4841,3115,4130,4077,695
16950,5527,4848,3117,4137,4083,695
16975,5533,4857,3121,4149,4095,695
17000,5541,4862,3124,4156,4101,696
17025,5550,4873,3129,4165,4109,698
17050,5553,4879,3133,4172,4115,698
17075,5556,4884,3138,4182,4118,699
17100,5561,4893,3148,4190,4123,701
17125,5564,4902,3156,4198,4132,703
17150,5569,4913,3168,4209,4142,704
17175,5570,4920,3173,4217,4150,704
17200,5573,4927,3180,4227,4156,704
17225,5577,4936,3186,4236,4161,704
17250,5586,4947,3194,4246,4172,707
17275,5589,4954,3198,4255,4180,708
17300,5594,4962,3205,4262,4186,708
17325,5601,4973,3214,4273,4195,708
17350,5609,4989,3223,4285,4204,708
17375,5612,4996,3227,4295,4211,708
17400,5617,5001,3232,4299,4216,709
17425,5623,5010,3240,4307,4225,709
17450,5627,5017,3244,4317,4230,709
17475,5632,5023,3246,4328,4236,710
17500,5634,5032,3255,4337,4246,710
17525,5639,5039,3263,4343,4252,710
17550,5643,5046,3267,4351,4259,712
17575,5647,5052,3270,4359,4265,712
17600,5654,5057,3275,4364,4273,713
17625,5661,5068,3281,4375,4280,714
17650,5669,5077,3285,4386,4287,714
17675,5672,5083,3291,4395,4296,715
17700,5675,5092,3296,4405,4304,717
17725,5678,5099,3299,4417,4308,717
17750,5682,5109,3304,4427,4316,718
17775,5686,5119,3311,4437,4323,718
17800,5697,5130,3318,4450,4333,719
17825,5701,5139,3323,4458,4343,720
17850,5706,5146,3328,4464,4346,722
17875,5712,5156,3333,4472,4353,724
17900,5717,5166,3339,4482,4361,724
17925,5722,5172,3344,4487,4366,724
17950,5728,5179,3346,4498,4373,725
17975,5733,5191,3352,4507,4381,727
18000,5735,5196,3357,4511,4384,728
18025,5743,5202,3360,4519,4390,728
18050,5748,5211,3364,4526,4398,728
18075,5756,5221,3371,4539,4407,729
18100,5763,5232,3381,4551,4419,731
18125,5768,5237,3385,4555,4423,732
18150,5771,5246,3391,4563,4429,732
18175,5775,5256,3400,4575,4435,732
18200,5776,5262,3404,4583,4441,734
18225,5779,5268,3412,4590,4445,735
18250,5782,5275,3418,4599,4451,736
18275,5784,5285,3423,4608,4460,739
18300,5788,5296,3427,4616,4468,740
18325,5795,5305,3433,4623,4474,740
18350,5801,5313,3435,4629,4481,741
18375,5806,5319,3441,4637,4489,741
18400,5812,5323,3444,4643,4492,741
18425,5817,5330,3449,4649,4498,743
18450,5821,5336,3455,4657,4505,747
18475,5826,5343,3458,4665,4511,748
18500,5832,5350,3462,4672,4518,750
18525,5836,5358,3467,4680,4528,751
18550,5841,5363,3470,4686,4533,751
18575,5846,5373,3477,4695,4539,751
18600,5851,5379,3482,4702,4544,752
18625,5857,5388,3490,4709,4551,752
18650,5862,5396,3495,4718,4560,753
18675,5869,5404,3500,4729,4572,755
18700,5872,5411,3506,4735,4579,756
18725,5874,5414,3510,4739,4582,757
