Time(Iteration),DisLinUCB,NIndepLinUCB-alpha=0.3,FCLUB_DC,HetoFedBandit_Simplified,HetoFedBandit_Enhanced
35600,8419,10823,8013,9554,9575,1465
35625,8421,10832,8021,9562,9582,1469
35650,8425,10841,8032,9569,9593,1469
35675,8429,10850,8043,9577,9602,1470
35700,8433,10859,8052,9586,9610,1471
35725,8436,10866,8061,9591,9617,1471
35750,8439,10872,8067,9596,9621,1473
35775,8443,10877,8071,9604,9627,1475
35800,8446,10883,8077,9611,9634,1476
35825,8449,10891,8083,9620,9641,1477
35850,8451,10899,8090,9625,9648,1477
35875,8455,10910,8099,9632,9660,1478
35900,8456,10913,8102,9635,9664,1478
35925,8462,10918,8108,9643,9673,1479
35950,8467,10928,8120,9654,9685,1483
35975,8472,10935,8126,9660,9694,1484
36000,8477,10941,8131,9668,9700,1485
36025,8480,10948,8135,9673,9705,1486
36050,8487,10961,8145,9687,9717,1486
36075,8492,10968,8151,9695,9724,1487
36100,8498,10979,8159,9704,9733,1488
36125,8502,10984,8164,9712,9739,1488
36150,8510,10998,8176,9725,9751,1489
36175,8520,11010,8189,9739,9762,1492
36200,8529,11018,8196,9750,9772,1494
36225,8532,11028,8204,9758,9776,1494
36250,8538,11043,8217,9770,9789,1494
36275,8541,11051,8225,9778,9797,1495
36300,8548,11061,8235,9790,9806,1496
36325,8556,11074,8248,9806,9820,1497
36350,8560,11087,8259,9818,9831,1497
36375,8568,11101,8272,9832,9842,1497
36400,8578,11111,8282,9844,9851,1498
36425,8583,11122,8293,9856,9859,1498
36450,8587,11137,8304,9863,9866,1498
36475,8597,11150,8318,9872,9874,1500
36500,8605,11161,8328,9885,9883,1501
36525,8609,11177,8344,9900,9896,1502
36550,8616,11193,8359,9914,9907,1503
36575,8619,11207,8369,9922,9914,1503
36600,8627,11217,8375,9931,9920,1503
36625,8632,11229,8387,9936,9930,1505
36650,8640,11238,8396,9944,9936,1506
36675,8645,11246,8407,9947,9942,1506
36700,8651,11259,8419,9958,9954,1506
36725,8654,11267,8429,9969,9964,1507
36750,8659,11274,8435,9976,9972,1507
36775,8664,11284,8445,9985,9982,1508
36800,8669,11296,8457,9995,9992,1508
36825,8672,11308,8468,10006,10000,1510
36850,8679,11317,8476,10015,10008,1510
36875,8685,11323,8480,10019,10012,1510
36900,8690,11330,8487,10026,10022,1512
36925,8695,11338,8496,10031,10031,1512
36950,8700,11348,8506,10040,10040,1512
36975,8703,11362,8521,10050,10053,1512
37000,8705,11370,8530,10058,10062,1512
37025,8706,11375,8535,10064,10068,1512
37050,8710,11384,8542,10071,10074,1514
37075,8711,11391,8548,10079,10082,1516
37100,8717,11397,8556,10086,10089,1516
37125,8724,11408,8566,10094,10102,1518
37150,8728,11415,8572,10100,10107,1519
37175,8732,11424,8581,10108,10119,1521
37200,8735,11431,8588,10116,10126,1521
37225,8740,11442,8598,10124,10134,1524
37250,8746,11452,8607,10133,10145,1524
37275,8752,11461,8615,10140,10153,1526
37300,8755,11470,8623,10147,10160,1526
37325,8757,11478,8628,10149,10166,1526
37350,8762,11490,8639,10157,10174,1527
37375,8767,11498,8649,10164,10184,1528
37400,8771,11509,8659,10172,10196,1529
37425,8777,11524,8675,10182,10211,1530
37450,8780,11538,8689,10194,10223,1532
37475,8781,11546,8697,10198,10232,1533
37500,8781,11556,8708,10204,10240,1534
37525,8781,11562,8715,10208,10248,1535
37550,8784,11570,8723,10214,10256,1536
37575,8789,11581,8732,10221,10266,1538
37600,8792,11594,8743,10232,10276,1540
37625,8796,11602,8753,10240,10283,1541
37650,8800,11611,8763,10246,10290,1541
37675,8804,11622,8773,10254,10299,1541
37700,8807,11625,8778,10256,10303,1543
37725,8812,11632,8786,10263,10309,1544
37750,8816,11640,8795,10271,10317,1544
37775,8819,11646,8801,10274,10324,1544
37800,8825,11655,8810,10283,10334,1544
37825,8826,11661,8816,10290,10341,1545
37850,8832,11671,8827,10303,10351,1545
37875,8839,11677,8833,10310,10361,1546
37900,8839,11682,8836,10317,10366,1548
37925,8843,11683,8838,10319,10367,1549
37950,8848,11690,8845,10325,10374,1550
37975,8851,11694,8849,10329,10379,1551
38000,8853,11697,8851,10331,10383,1551
38025,8858,11703,8858,10340,10391,1551
38050,8864,11710,8864,10349,10397,1551
38075,8865,11711,8865,10351,10398,1552
38100,8867,11716,8870,10356,10405,1553
38125,8871,11722,8876,10362,10412,1556
38150,8875,11732,8886,10373,10421,1557
38175,8882,11743,8895,10381,10430,1560
38200,8891,11752,8904,10390,10442,1562
38225,8893,11761,8913,10397,10451,1562
38250,8900,11773,8921,10407,10460,1564
38275,8904,11783,8931,10413,10468,1565
38300,8910,11794,8939,10420,10475,1567
38325,8913,11800,8945,10425,10480,1569
38350,8914,11803,8948,10428,10485,1574
38375,8917,11810,8958,10433,10495,1576
38400,8918,11817,8962,10435,10500,1576
38425,8922,11826,8966,10444,10512,1579
38450,8925,11837,8976,10449,10522,1580
38475,8925,11843,8980,10454,10530,1581
38500,8929,11850,8988,10460,10537,1582
38525,8935,11861,8999,10470,10547,1582
38550,8938,11870,9008,10478,10555,1583
38575,8941,11879,9018,10487,10564,1585
38600,8942,11885,9027,10493,10575,1586
38625,8945,11895,9036,10499,10582,1587
38650,8946,11897,9040,10501,10584,1587
38675,8952,11903,9048,10507,10590,1589
38700,8958,11911,9055,10516,10599,1591
38725,8963,11917,9061,10525,10605,1592
38750,8966,11925,9068,10533,10612,1592
38775,8971,11933,9078,10542,10622,1592
38800,8977,11940,9085,10549,10628,1597
38825,8982,11950,9095,10560,10638,1598
38850,8984,11955,9103,10566,10645,1598
38875,8991,11967,9115,10579,10659,1599
38900,8999,11978,9126,10589,10672,1601
38925,9004,11988,9136,10599,10684,1601
38950,9010,11999,9147,10609,10695,1602
38975,9013,12007,9155,10619,10701,1603
39000,9015,12013,9162,10624,10705,1603
39025,9016,12022,9171,10632,10715,1605
39050,9017,12031,9178,10637,10722,1605
39075,9019,12039,9183,10642,10728,1607
39100,9024,12045,9188,10650,10735,1608
39125,9025,12054,9197,10652,10740,1608
39150,9028,12066,9209,10661,10749,1608
39175,9030,12079,9222,10673,10760,1609
39200,9034,12090,9232,10680,10768,1610
39225,9037,12104,9242,10693,10781,1611
39250,9040,12111,9249,10705,10789,1611
39275,9044,12121,9259,10715,10801,1612
39300,9048,12132,9269,10724,10810,1612
39325,9051,12136,9272,10728,10814,1612
39350,9057,12145,9280,10735,10822,1612
39375,9062,12153,9286,10741,10830,1613
39400,9068,12167,9300,10754,10843,1615
39425,9072,12179,9312,10764,10853,1617
39450,9076,12189,9322,10773,10864,1618
39475,9080,12204,9336,10787,10877,1618
39500,9085,12215,9346,10798,10889,1618
39525,9090,12221,9351,10804,10895,1620
39550,9095,12235,9364,10817,10908,1621
39575,9096,12243,9369,10824,10917,1622
39600,9098,12249,9375,10830,10923,1623
39625,9100,12259,9383,10839,10934,1624
39650,9104,12266,9390,10846,10942,1627
39675,9107,12277,9399,10857,10953,1627
39700,9108,12291,9413,10870,10970,1628
39725,9111,12298,9420,10877,10977,1632
39750,9118,12310,9430,10888,10989,1633
39775,9119,12316,9437,10894,10996,1635
39800,9125,12324,9445,10902,11005,1637
39825,9129,12337,9459,10917,11019,1639
39850,9137,12349,9472,10929,11030,1639
39875,9141,12358,9482,10938,11040,1639
39900,9142,12363,9487,10943,11044,1641
39925,9145,12371,9493,10949,11051,1641
39950,9146,12376,9501,10955,11059,1643
39975,9147,12387,9511,10965,11070,1643
40000,9149,12393,9519,10970,11076,1644
40025,9149,12396,9524,10973,11082,1646
40050,9150,12400,9527,10976,11083,1646
40075,9151,12404,9531,10980,11086,1648
40100,9154,12413,9540,10991,11096,1650
40125,9156,12420,9546,10997,11103,1650
40150,9158,12426,9552,11004,11109,1651
40175,9163,12435,9559,11012,11118,1652
40200,9163,12443,9565,11018,11122,1653
40225,9170,12455,9578,11031,11135,1654
40250,9172,12459,9580,11036,11140,1655
40275,9174,12467,9588,11046,11150,1655
40300,9176,12473,9593,11049,11154,1656
40325,9178,12477,9596,11052,11160,1658
40350,9179,12483,9602,11058,11167,1658
40375,9182,12487,9607,11064,11171,1658
40400,9183,12492,9609,11069,11177,1659
40425,9184,12495,9611,11070,11178,1661
40450,9188,12500,9616,11076,11184,1663
40475,9190,12504,9620,11080,11187,1663
40500,9190,12506,9623,11082,11190,1663
40525,9192,12512,9630,11089,11198,1663
40550,9192,12518,9636,11095,11204,1664
40575,9193,12524,9643,11103,11212,1664
40600,9196,12532,9652,11111,11221,1664
40625,9198,12539,9658,11116,11227,1664
40650,9200,12550,9668,11124,11235,1665
40675,9202,12562,9682,11132,11244,1667
40700,9205,12574,9694,11143,11254,1667
40725,9208,12592,9710,11156,11267,1668
40750,9214,12602,9721,11169,11276,1668
40775,9217,12607,9726,11174,11279,1669
40800,9218,12616,9733,11181,11289,1670
40825,9220,12627,9744,11185,11295,1673
40850,9222,12633,9751,11192,11301,1674
40875,9223,12640,9758,11197,11306,1675
40900,9226,12645,9763,11200,11307,1675
40925,9226,12649,9766,11202,11310,1675
40950,9227,12651,9766,11203,11310,1675
40975,9236,12665,9780,11216,11324,1676
41000,9242,12683,9798,11228,11339,1677
41025,9243,12686,9802,11230,11350,1678
41050,9255,12698,9812,11245,11368,1679
41075,9256,12701,9814,11245,11373,1682
41100,9259,12714,9824,11254,11386,1683
41125,9260,12726,9835,11259,11398,1685
41150,9265,12736,9844,11265,11409,1686
41175,9265,12743,9853,11268,11412,1687
41200,9267,12751,9864,11276,11418,1689
41225,9268,12756,9869,11280,11423,1690
41250,9274,12762,9872,11287,11430,1690
41275,9275,12770,9878,11291,11437,1691
